"pwsid","a_int.dwater","pw_ext_pop.disability"
"IA4622095",0,106
"IA4641064",1,779
"IA4647090",8,45
"IA4652011",0,4
"IA4669080",NA,26
"IA4675012",0,9
"IA4680018",0,17
"IA4703068",0,30
"IA4709090",0,95
"IA4715072",0,48
"IA4721054",0,173
"IA4728067",0,215
"IA4800634",5,NA
"IA4802301",0,2
"IA4840042",0,35
"IA4843033",0,317
"IA4848001",2,103
"IA4852082",0,23
"IA4858070",0,185
"IA4868034",0,31
"IA4868701",NA,21
"IA4875050",0,141
"IA4884023",0,400
"IA4903050",0,28
"IA4907084",0,11
"IA4910000",0,232
"IA4945052",0,17
"IA4950029",0,887
"IA4953078",0,55
"IA4955001",0,11
"IA4965057",0,138
"IA4975014",0,67
"IA4984086",0,13
"IA5003091",2,118
"IA5009056",0,258
"IA5038017",0,89
"IA5047008",0,46
"IA5052087",0,36
"IA5054096",0,226
"IA5059064",NA,2319
"IA5059601",0,1
"IA5064055",0,168
"IA5076005",0,114
"IA5107089",0,56
"IA5131033",0,1255
"IA5131705",0,0
"IA5148079",0,43
"IA5157091",0,39
"IA5159001",0,7
"IA5200303",0,5
"IA5200304",0,4
"IA5200318",0,30
"IA5200601",0,13
"IA5200602",0,14
"IA5200603",0,4
"IA5200801",8,2
"IA5200802",0,2
"IA5200810",0,12
"IA5200813",8,14
"IA5200817",0,11
"IA5200825",0,34
"IA5200861",0,5
"IA5200891",8,2
"IA5208071",0,1962
"IA5208600",0,7
"IA5221001",1,160
"IA5225079",0,6896
"IA5225101",0,442
"IA5225301",0,NA
"IA5225302",0,2
"IA5225303",0,19
"IA5225304",0,13
"IA5225308",0,5
"IA5225309",0,32
"IA5225315",0,208
"IA5225316",0,8
"IA5225321",0,1
"IA5225325",0,11
"IA5225326",0,9
"IA5225386",0,6
"IA5225387",0,6
"IA5225601",0,44
"IA5225673",0,41
"IA5240095",0,89
"IA5252072",0,1323
"IA5252302",0,6
"IA5260017",1,48
"IA5260601",0,2
"IA5280302",0,4
"IA5280303",0,9
"IA5280306",0,14
"IA5282062",0,240
"IA5282301",8,14
"IA5282302",0,36
"IA5282303",0,36
"IA5282305",8,5
"IA5282308",0,8
"IA5282310",8,5
"IA5282311",8,5
"IA5285301",0,2
"IA5285302",0,40
"IA5285303",0,36
"IA5285305",0,43
"IA5288021",0,274
"IA5300600",0,14
"IA5300947",0,6
"IA5307048",NA,622
"IA5315005",0,8
"IA5337046",0,20
"IA5343098",NA,541
"IA5343301",0,5
"IA5349001",0,9
"IA5355094",0,133
"IA5358096",0,27
"IA5361020",0,57
"IA5396039",0,71
"IA5417026",0,36
"IA5428031",0,16
"IA5432042",NA,96
"IA5440028",0,118
"IA5442029",0,52
"IA5470083",0,78
"IA5475050",NA,378
"IA5478074",0,42
"IA5491093",0,19
"IA5493016",NA,127
"IA5500822",0,1
"IA5500838",0,20
"IA5502015",0,963
"IA5502319",0,0
"IA5507085",0,151
"IA5510060",0,90
"IA5515042",0,58
"IA5540049",0,26
"IA5543069",0,12
"IA5547094",0,32
"IA5551006",3,32
"IA5584009",0,60
"IA5588026",5,67
"IA5592098",0,48
"IA5595020",0,66
"IA5620046",NA,94
"IA5625062",NA,541
"IA5640019",0,1652
"IA5650003",0,64
"IA5691012",0,90
"IA5700600",0,NA
"IA5704012",0,71
"IA5710001",0,3
"IA5715093",0,17180
"IA5715301",0,6
"IA5715702",0,50
"IA5718006",0,258
"IA5720010",NA,128
"IA5722053",5,69
"IA5728018",0,171
"IA5731032",0,216
"IA5731301",0,6
"IA5731302",0,22
"IA5735045",0,956
"IA5748086",0,128
"IA5748300",1,3
"IA5751035",0,4327
"IA5751301",0,11
"IA5751601",0,77
"IA5751602",0,74
"IA5758021",0,364
"IA5765101",0,107
"IA5765303",0,12
"IA5772054",0,15
"IA5782087",0,86
"IA5784302",0,4
"IA5784303",0,6
"IA5784307",1,6
"IA5784309",0,2
"IA5784311",1,16
"IA5784313",0,6
"IA5784314",0,1
"IA5784321",1,3
"IA5784326",1,6
"IA5792059",0,69
"IA5809063",0,40
"IA5815064",0,174
"IA5842000",0,34
"IA5842102",0,3
"IA5857011",0,131
"IA5868085",0,37
"IA5879063",0,381
"IA5879601",0,NA
"IA5903011",NA,755
"IA5939009",2,10
"IA6000733",0,24
"IA6000755",0,71
"IA6000800",0,362
"IA6003032",0,23
"IA6015047",0,50
"IA6028081",0,148
"IA6040076",0,110
"IA6050059",0,114
"IA6055077",0,24
"IA6060006",0,64
"IA6065092",0,277
"IA6115097",0,134
"IA6167036",0,42
"IA6171029",NA,567
"IA6264063",0,111
"IA6273005",NA,1766
"IA6273901",0,47
"IA6300099",NA,89
"IA6300800",5,8
"IA6309061",0,74
"IA6338000",0,47
"IA6342036",0,1597
"IA6342301",0,0
"IA6342711",NA,1424
"IA6368033",NA,1165
"IA6377046",0,218
"IA6380047",0,7
"IA6400628",0,21
"IA6403011",0,47
"IA6415046",0,12
"IA6436087",0,55
"IA6452062",0,18
"IA6457070",0,94
"IA6462087",0,26
"IA6469042",NA,3236
"IA6471063",0,69
"IA6480081",0,21
"IA6484093",0,114
"IA6500600",0,NA
"IA6500823",5,3
"IA6520019",0,63
"IA6525090",0,908
"IA6527038",20,23
"IA6529043",0,23
"IA6545020",0,157
"IA6575052",0,26
"IA6663001",NA,513
"IA6668001",1,7
"IA6673016",NA,100
"IA6677089",0,48
"IA6709017",0,30
"IA6715083",0,8
"IA6727028",0,92
"IA6731006",2,26
"IA6739095",0,585
"IA6749061",0,24
"IA6762043",0,44
"IA6769018",0,99
"IA6803010",0,28
"IA6858000",0,63
"IA6915015",0,26
"IA6950075",0,1051
"IA6950701",NA,94
"IA6985051",0,158
"IA7000600",0,62
"IA7000601",0,10
"IA7000617",0,1
"IA7009071",0,28
"IA7038301",0,NA
"IA7038800",0,13
"IA7048001",0,3220
"IA7048301",0,51
"IA7048320",0,4
"IA7048332",0,3
"IA7048392",0,2
"IA7063096",0,23
"IA7073010",0,387
"IA7078026",NA,284
"IA7109065",0,20
"IA7128036",NA,247
"IA7139032",0,131
"IA7155059",0,123
"IA7165025",0,167
"IA7170040",0,899
"IA7177007",0,85
"IA7209069",0,52
"IA7222034",0,13
"IA7227701",0,4
"IA7234069",0,23
"IA7239086",1,49
"IA7245047",0,284
"IA7324038",0,24
"IA7329029",NA,671
"IA7335054",0,17
"IA7349023",NA,81
"IA7380036",5,28
"IA7383045",NA,895
"IA7383901",0,6
"IA7428021",0,569
"IA7428022",11,2
"IA7445096",NA,123
"IA7450019",29,37
"IA7465010",NA,101
"IA7470099",0,74
"IA7509008",1,164
"IA7514049",0,14
"IA7521084",5,8
"IA7528051",0,103
"IA7537032",0,130
"IA7540174",0,1409
"IA7548072",0,77
"IA7561021",0,8
"IA7568079",0,151
"IA7589008",0,12
"IA7603045",0,81
"IA7607088",0,62
"IA7609039",0,23
"IA7614063",0,231
"IA7622024",0,18
"IA7628047",0,5
"IA7633049",0,248
"IA7639002",0,69
"IA7642047",0,9
"IA7700601",0,26
"IA7700800",0,24
"IA7700802",0,19
"IA7700901",0,5
"IA7707030",0,2512
"IA7709053",0,5053
"IA7709395",0,30
"IA7709396",0,7
"IA7709398",0,21
"IA7709601",0,NA
"IA7709801",0,4
"IA7717032",0,426
"IA7720051",0,1178
"IA7727031",NA,39154
"IA7727603",0,208
"IA7727605",0,9
"IA7730012",0,68
"IA7736011",0,1103
"IA7736301",0,51
"IA7740011",0,1598
"IA7751092",0,231
"IA7767601",0,37
"IA7770050",0,373
"IA7774701",0,237
"IA7778039",1,20
"IA7780042",0,3673
"IA7780601",0,32
"IA7785007",0,6164
"IA7803080",0,90
"IA7809078",0,74
"IA7812601",4,78
"IA7820080",NA,9089
"IA7820701",NA,251
"IA7822086",0,53
"IA7833025",0,24
"IA7841014",0,25
"IA7849086",0,60
"IA7853043",4,90
"IA7856084",0,184
"IA7866031",0,86
"IA7872062",0,106
"IA7905088",0,19
"IA7909047",0,204
"IA7915017",0,31
"IA7930008",0,1121
"IA7945018",0,33
"IA7950097",0,199
"IA7950300",0,14
"IA8018040",0,37
"IA8040015",5,40
"IA8055014",0,278
"IA8104076",0,24
"IA8114000",0,52
"IA8127048",NA,94
"IA8133009",0,37
"IA8144087",NA,104
"IA8150015",0,258
"IA8156028",0,65
"IA8166061",NA,79
"IA8200601",0,NA
"IA8200855",0,158
"IA8209301",0,2
"IA8209308",0,35
"IA8209309",0,4
"IA8209359",0,2
"IA8209398",0,2
"IA8209600",0,44
"IA8215301",0,25
"IA8215303",0,18
"IA8215304",0,16
"IA8215305",0,10
"IA8215306",0,25
"IA8215308",0,17
"IA8215372",0,15
"IA8215384",0,48
"IA8215396",0,11
"IA8215399",0,29
"IA8218050",0,131
"IA8218301",0,31
"IA8222001",NA,17700
"IA8222603",1,1
"IA8225043",0,14
"IA8227045",0,22
"IA8230008",0,592
"IA8230301",0,7
"IA8230302",0,13
"IA8245303",0,1
"IA8245323",0,14
"IA8245357",0,8
"IA8251096",0,53
"IA8255060",0,11
"IA8264059",0,10
"IA8271301",0,7
"IA8271302",0,1
"IA8273061",0,54
"IA8273062",0,8
"IA8285058",0,218
"IA8300184",0,225
"IA8315018",0,14
"IA8320098",0,42
"IA8325013",0,33
"IA8335029",0,571
"IA8340099",0,17
"IA8355025",0,25
"IA8365052",0,19
"IA8369038",0,78
"IA8400733",0,12
"IA8403029",0,111
"IA8409037",0,62
"IA8429002",0,34
"IA8434040",NA,297
"IA8439058",0,64
"IA8444063",0,159
"IA8447098",NA,61
"IA8455056",0,5
"IA8458057",0,29
"IA8474097",NA,723
"IA8482096",0,409
"IA8482701",0,411
"IA8486053",0,563
"IA8503039",0,5058
"IA8503305",1,2
"IA8503528",0,589
"IA8509069",0,40
"IA8515060",0,52
"IA8520061",0,94
"IA8531083",0,128
"IA8538066",0,377
"IA8538601",0,23
"IA8548016",0,24
"IA8552010",2,34
"IA8557058",0,94
"IA8562044",0,957
"IA8570001",0,119
"IA8580057",1,125
"IA8584000",0,291
"IA8590041",2,51
"IA8609019",1,16
"IA8616052",0,20
"IA8627095",NA,146
"IA8631003",0,21
"IA8637079",NA,59
"IA8640089",0,90
"IA8666002",0,25
"IA8670013",0,165
"IA8670701",0,90
"IA8676027",0,166
"IA8681030",NA,142
"IA8709096",NA,157
"IA8748075",0,196
"IA8758061",NA,52
"IA8816089",0,1254
"IA8909011",0,88
"IA8914031",0,44
"IA8920001",5,28
"IA8930038",1,80
"IA8938026",2,149
"IA8954084",0,35
"IA8973095",0,50
"IA9003006",0,105
"IA9027014",0,30
"IA9049001",0,143
"IA9053004",0,136
"IA9083012",NA,3497
"IA9083602",2,2
"IA9113071",1,341
"IA9128301",0,80
"IA9133075",NA,1601
"IA9133701",NA,1665
"IA9138041",0,30
"IA9147047",0,60
"IA9155083",0,67
"IA9159067",0,71
"IA9164078",0,1121
"IA9164601",0,5
"IA9176019",0,15
"IA9203007",0,57
"IA9209043",0,69
"IA9214085",0,31
"IA9233012",0,248
"IA9233301",0,3
"IA9233460",0,21
"IA9233899",0,8
"IA9260090",1,104
"IA9260301",1,10
"IA9260302",0,10
"IA9271068",0,1161
"IA9276096",1,172
"IA9281006",0,16
"IA9303024",0,40
"IA9334078",5,212
"IA9348065",5,76
"IA9352084",5,30
"IA9368035",0,38
"IA9400801",0,23
"IA9405082",0,24
"IA9408087",0,20
"IA9417063",0,40
"IA9420027",0,15
"IA9425011",0,108
"IA9427082",0,22
"IA9433050",0,3601
"IA9433302",0,0
"IA9433312",0,2
"IA9433324",0,5
"IA9433349",0,15
"IA9433600",0,NA
"IA9433601",0,5
"IA9433602",0,1
"IA9433801",0,12
"IA9436095",0,106
"IA9442027",0,28
"IA9453071",NA,42
"IA9461007",0,12
"IA9464008",0,64
"IA9486052",0,9
"IA9506052",0,114
"IA9525047",NA,456
"IA9525601",0,1
"IA9545044",NA,216
"IA9549073",0,19
"IA9575068",0,24
"IA9585017",NA,69
"IA9615064",0,164
"IA9620082",0,10
"IA9630001",0,78
"IA9630012",0,727
"IA9630303",0,2
"IA9630307",0,8
"IA9641049",0,58
"IA9644001",0,10
"IA9677007",0,79
"IA9680085",0,33
"IA9686077",0,57
"IA9700630",0,6
"IA9704060",0,76
"IA9709046",0,35
"IA9721076",0,111
"IA9725094",0,33
"IA9729099",0,46
"IA9738057",0,36
"IA9743065",0,119
"IA9753022",0,220
"IA9758023",0,10
"IA9766041",0,46
"IA9770024",0,30
"IA9774033",0,628
"IA9778054",NA,10186
"IA9780059",0,147
"IA9783060",0,24
"IA9820010",3,36
"IA9825097",0,27
"IA9830001",3,24
"IA9835001",0,20
"IA9840018",0,26
"IA9845024",0,152
"IA9855077",0,352
"IA9905003",NA,216
"IA9909031",0,371
"IA9921050",0,54
"IA9926096",0,562
"IA9937092",0,75
"IA9958004",0,12
"IA9970037",0,12
"IN5201001",NA,400
"IN5201002",1,1636
"IN5201003",NA,115
"IN5201004",0,50
"IN5201006",0,NA
"IN5201009",5,26
"IN5202003",0,12
"IN5202006",0,124
"IN5202007",0,863
"IN5202008",NA,111
"IN5202009",1,2088
"IN5202010",0,4
"IN5202018",1,65
"IN5202020",NA,36969
"IN5202024",0,204
"IN5202030",0,31
"IN5202034",1,127
"IN5202037",NA,17
"IN5203002",0,6921
"IN5203003",2,18
"IN5203004",0,508
"IN5203005",0,6
"IN5203006",NA,294
"IN5203008",0,213
"IN5204001",21,40
"IN5204002",1,144
"IN5204003",0,59
"IN5204004",0,175
"IN5204005",0,229
"IN5204006",NA,353
"IN5205002",0,1557
"IN5205004",0,231
"IN5206001",0,66
"IN5206002",11,1
"IN5206003",0,2350
"IN5206004",1,8
"IN5206005",0,162
"IN5206008",0,122
"IN5206014",0,935
"IN5207001",1,178
"IN5207002",NA,258
"IN5207004",NA,422
"IN5208001",0,74
"IN5208002",27,565
"IN5208003",0,271
"IN5208004",NA,17
"IN5208012",0,8
"IN5209001",0,5
"IN5209003",0,136
"IN5209004",0,43
"IN5209005",0,2
"IN5209008",NA,73
"IN5209010",0,167
"IN5209012",1,3216
"IN5209014",NA,13
"IN5210002",NA,409
"IN5210003",NA,992
"IN5210005",NA,17054
"IN5210006",NA,50
"IN5210009",0,506
"IN5210010",0,695
"IN5210015",0,52
"IN5210016",NA,2864
"IN5210022",0,0
"IN5211001",NA,2190
"IN5211002",NA,39
"IN5211003",0,33
"IN5211004",1,142
"IN5211006",NA,2
"IN5211007",NA,72
"IN5211009",0,7
"IN5212001",0,85
"IN5212002",0,4
"IN5212003",0,1702
"IN5212004",5,101
"IN5212005",0,170
"IN5212007",0,216
"IN5212010",0,NA
"IN5213001",0,208
"IN5213002",1,75
"IN5213003",1,35
"IN5213004",0,47
"IN5213006",0,301
"IN5213007",0,33
"IN5214001",0,7
"IN5214002",1,55
"IN5214003",0,111
"IN5214004",2,76
"IN5214005",NA,233
"IN5214007",1,2430
"IN5215001",0,744
"IN5215002",NA,272
"IN5215003",0,443
"IN5215004",0,828
"IN5215005",0,27
"IN5215006",0,1149
"IN5215007",0,161
"IN5215008",NA,82
"IN5215009",NA,762
"IN5216002",NA,1445
"IN5216003",NA,82
"IN5216004",0,112
"IN5216005",25,198
"IN5216008",NA,5
"IN5217001",0,1547
"IN5217002",0,6
"IN5217003",0,419
"IN5217004",0,1041
"IN5217006",NA,38
"IN5217007",0,270
"IN5217008",NA,26
"IN5218001",1,473
"IN5218003",1,NA
"IN5218004",NA,8
"IN5218005",0,2
"IN5218006",2,254
"IN5218008",2,126
"IN5218011",0,NA
"IN5218012",NA,13035
"IN5218014",NA,587
"IN5218020",0,3
"IN5218027",0,242
"IN5218028",0,60
"IN5219001",0,40
"IN5219002",0,73
"IN5219003",0,35
"IN5219004",1,212
"IN5219006",0,72
"IN5219007",0,718
"IN5219008",0,97
"IN5219009",NA,1900
"IN5219010",0,28
"IN5219011",1,23
"IN5219012",0,17
"IN5220001",1,12
"IN5220003",0,239
"IN5220007",0,9
"IN5220008",NA,8837
"IN5220009",NA,4429
"IN5220012",3,35
"IN5220014",2,165
"IN5220015",0,64
"IN5220016",0,543
"IN5220021",0,21
"IN5220027",1,38
"IN5220029",0,205
"IN5220031",0,4
"IN5220032",0,0
"IN5220035",1,NA
"IN5220037",0,158
"IN5221001",NA,3457
"IN5221002",0,59
"IN5221003",NA,4
"IN5221004",3,84
"IN5221007",0,3
"IN5222001",0,1190
"IN5222002",0,303
"IN5222003",0,367
"IN5222004",0,423
"IN5223001",0,466
"IN5223002",0,392
"IN5223003",0,89
"IN5223004",30,112
"IN5223005",0,299
"IN5224001",0,171
"IN5224002",0,364
"IN5224004",8,79
"IN5224006",4,72
"IN5225001",0,107
"IN5225003",0,101
"IN5225004",0,3
"IN5225006",0,1194
"IN5226001",NA,360
"IN5226002",1,96
"IN5226003",NA,118
"IN5226004",0,35
"IN5226005",1,576
"IN5226006",0,211
"IN5226007",0,119
"IN5226008",2,1756
"IN5226009",NA,17
"IN5227003",1,NA
"IN5227005",NA,610
"IN5227006",0,1089
"IN5227010",NA,124
"IN5227014",NA,6476
"IN5227020",NA,132
"IN5227022",NA,430
"IN5227023",0,152
"IN5228001",0,75
"IN5228003",0,564
"IN5228004",0,461
"IN5228005",0,1485
"IN5228006",1,153
"IN5228007",0,38
"IN5228009",2,61
"IN5229001",0,230
"IN5229002",2,102
"IN5229003",1,4
"IN5229004",0,6232
"IN5229005",0,677
"IN5229009",NA,5036
"IN5229011",1,NA
"IN5229012",1,NA
"IN5229014",NA,481
"IN5229015",0,5338
"IN5229017",0,5
"IN5229020",0,15
"IN5229023",0,6
"IN5229025",0,39
"IN5230001",1,3
"IN5230003",NA,815
"IN5230004",0,3565
"IN5230005",0,NA
"IN5230006",1,14
"IN5230008",1,136
"IN5230010",NA,19
"IN5230011",0,11
"IN5230012",0,17
"IN5231001",0,608
"IN5231003",0,167
"IN5231004",NA,212
"IN5231005",NA,671
"IN5231006",0,630
"IN5231007",1,47
"IN5232002",0,3294
"IN5232004",0,842
"IN5232007",0,1
"IN5232012",1,90
"IN5232017",0,70
"IN5232019",0,240
"IN5232020",0,2730
"IN5232026",5,40
"IN5232028",31,NA
"IN5233001",0,229
"IN5233002",0,3
"IN5233005",0,315
"IN5233006",0,55
"IN5233008",0,366
"IN5233009",5,85
"IN5233011",1,4000
"IN5233013",NA,110
"IN5233016",NA,155
"IN5234001",30,17
"IN5234002",0,1
"IN5234003",1,13
"IN5234006",0,343
"IN5234007",2,10786
"IN5234008",NA,171
"IN5234009",0,3
"IN5234010",0,6
"IN5234011",0,15
"IN5234014",2,10
"IN5235001",1,127
"IN5235004",1,18
"IN5235005",NA,2651
"IN5235006",0,104
"IN5235009",NA,227
"IN5235011",0,134
"IN5235012",0,266
"IN5235014",0,NA
"IN5236001",0,286
"IN5236003",NA,649
"IN5236004",NA,80
"IN5236005",0,49
"IN5236008",0,44
"IN5236009",NA,3082
"IN5236010",0,0
"IN5237002",0,138
"IN5237004",7,251
"IN5237005",NA,764
"IN5237008",NA,13
"IN5237015",NA,727
"IN5237016",0,12
"IN5238001",NA,382
"IN5238006",0,85
"IN5238007",NA,1390
"IN5238008",NA,203
"IN5239001",0,19
"IN5239003",1,413
"IN5239004",NA,443
"IN5239005",2,13
"IN5239006",NA,2796
"IN5239007",NA,33
"IN5239010",0,29
"IN5240002",0,44
"IN5240004",3,70
"IN5240005",7,87
"IN5240006",0,799
"IN5240007",0,1
"IN5240008",0,1619
"IN5240009",0,2
"IN5241001",NA,2506
"IN5241002",0,803
"IN5241005",NA,11165
"IN5241007",0,36
"IN5241009",0,1611
"IN5241010",0,0
"IN5241014",0,140
"IN5241015",0,1
"IN5242001",4,555
"IN5242003",3,76
"IN5242004",3,37
"IN5242005",1,36
"IN5242006",1,68
"IN5242008",0,70
"IN5242009",0,89
"IN5242011",1,57
"IN5242014",0,3496
"IN5242016",2,57
"IN5242018",0,225
"IN5243002",0,56
"IN5243003",NA,76
"IN5243005",0,53
"IN5243006",NA,18
"IN5243007",0,11
"IN5243008",0,13
"IN5243010",0,42
"IN5243011",0,57
"IN5243012",0,NA
"IN5243013",0,109
"IN5243014",1,47
"IN5243015",0,5
"IN5243016",0,NA
"IN5243017",0,175
"IN5243018",0,259
"IN5243019",0,NA
"IN5243021",NA,211
"IN5243024",0,9
"IN5243025",0,458
"IN5243028",1,39
"IN5243030",NA,2260
"IN5243031",0,NA
"IN5243032",0,31
"IN5243033",1,58
"IN5243040",0,1
"IN5243043",0,25
"IN5243052",1,11
"IN5243053",NA,NA
"IN5243058",0,39
"IN5243063",0,2
"IN5243064",1,5
"IN5244001",0,40
"IN5244002",0,9
"IN5244003",2,430
"IN5244005",5,NA
"IN5244006",NA,89
"IN5244008",NA,126
"IN5244010",0,59
"IN5244011",0,2
"IN5244013",1,NA
"IN5245001",0,80
"IN5245002",0,9
"IN5245005",1,2
"IN5245008",0,3702
"IN5245009",0,85
"IN5245011",0,1591
"IN5245012",0,4215
"IN5245014",0,NA
"IN5245015",NA,31369
"IN5245017",0,165
"IN5245019",NA,1650
"IN5245020",5,12119
"IN5245021",0,2532
"IN5245028",1,6
"IN5245029",NA,940
"IN5245031",0,2946
"IN5245032",NA,435
"IN5245034",9,NA
"IN5245041",0,3519
"IN5245042",9,26
"IN5245043",0,2867
"IN5245046",NA,794
"IN5245047",1,1179
"IN5245048",0,536
"IN5245050",0,36
"IN5245053",1,20
"IN5245054",8,7
"IN5245057",0,270
"IN5245067",1,35
"IN5246001",0,13
"IN5246002",0,NA
"IN5246005",1,NA
"IN5246006",0,0
"IN5246008",0,9
"IN5246011",1,3
"IN5246012",NA,127
"IN5246013",NA,0
"IN5246014",0,164
"IN5246015",0,114
"IN5246017",NA,3454
"IN5246020",0,4277
"IN5246023",0,5
"IN5246026",40,NA
"IN5246028",0,163
"IN5246029",1,181
"IN5246031",0,16
"IN5246032",0,68
"IN5246033",0,163
"IN5246038",1,19
"IN5247001",0,2700
"IN5247002",NA,279
"IN5247003",1,724
"IN5247004",NA,144
"IN5247005",22,378
"IN5247007",0,252
"IN5248001",NA,1151
"IN5248002",NA,12524
"IN5248004",NA,539
"IN5248006",NA,263
"IN5248007",0,1872
"IN5248008",NA,290
"IN5248010",0,258
"IN5248012",NA,339
"IN5248013",0,253
"IN5248017",NA,64
"IN5248019",0,61
"IN5248021",0,5
"IN5248026",NA,201
"IN5249004",NA,142632
"IN5249005",0,5670
"IN5249008",0,670
"IN5250001",0,196
"IN5250002",NA,148
"IN5250003",0,558
"IN5250004",0,17
"IN5250005",0,186
"IN5250006",0,3
"IN5250007",1,9
"IN5250010",0,1558
"IN5250012",1,12
"IN5250014",0,1
"IN5250015",1,4
"IN5250016",0,8
"IN5251002",NA,0
"IN5251003",NA,20
"IN5251004",0,111
"IN5251005",NA,476
"IN5251007",NA,111
"IN5252003",0,178
"IN5252006",4,163
"IN5252007",0,22
"IN5252008",0,3
"IN5252009",0,9
"IN5252010",8,1
"IN5252011",0,195
"IN5252013",0,NA
"IN5252016",NA,1997
"IN5252017",0,5
"IN5252019",0,1
"IN5252022",8,7
"IN5252024",1,4
"IN5253001",0,234
"IN5253002",0,9331
"IN5253003",0,124
"IN5253004",0,2059
"IN5253007",0,717
"IN5253008",NA,683
"IN5253009",0,176
"IN5253015",0,72
"IN5254003",0,79
"IN5254005",NA,2869
"IN5254006",0,127
"IN5254007",0,134
"IN5254008",0,101
"IN5254009",0,46
"IN5254012",NA,54
"IN5254013",1,131
"IN5254014",0,43
"IN5254019",1,NA
"IN5255002",1,433
"IN5255004",1,96
"IN5255006",0,1800
"IN5255009",NA,1956
"IN5255010",NA,2020
"IN5255011",3,35
"IN5255012",NA,72
"IN5255013",0,85
"IN5255017",1,7
"IN5255021",NA,181
"IN5255022",0,222
"IN5255023",1,16
"IN5256002",0,195
"IN5256003",2,192
"IN5256005",0,329
"IN5256006",0,192
"IN5256008",0,9
"IN5256009",0,10
"IN5256011",0,NA
"IN5256014",0,6
"IN5257001",NA,287
"IN5257002",0,326
"IN5257004",0,116
"IN5257006",0,12
"IN5257008",0,1570
"IN5257010",NA,714
"IN5257011",1,NA
"IN5257016",0,NA
"IN5257018",0,17
"IN5257022",0,NA
"IN5257023",NA,46
"IN5257024",1,79
"IN5257026",1,4
"IN5258001",1,214
"IN5258002",0,306
"IN5259002",NA,327
"IN5259003",0,493
"IN5259004",NA,754
"IN5260001",NA,367
"IN5260002",NA,179
"IN5260003",NA,168
"IN5261001",2,38
"IN5261002",10,71
"IN5261003",1,35
"IN5261004",NA,62
"IN5261005",91,143
"IN5261006",0,450
"IN5261007",0,68
"IN5262001",NA,126
"IN5262002",0,327
"IN5262003",NA,2
"IN5262004",0,1145
"IN5262005",NA,56
"IN5262006",1,64
"IN5263001",0,32
"IN5263002",0,601
"IN5263003",0,58
"IN5263004",0,26
"IN5263006",NA,198
"IN5263007",0,6
"IN5264003",NA,31
"IN5264009",0,460
"IN5264013",NA,158
"IN5264017",0,23
"IN5264029",NA,4231
"IN5264033",0,209
"IN5264040",2,127
"IN5264041",NA,24
"IN5265004",0,53
"IN5265006",NA,1078
"IN5265007",0,95
"IN5265008",80,90
"IN5266001",0,127
"IN5266003",0,71
"IN5266005",NA,485
"IN5267001",0,97
"IN5267003",0,364
"IN5267004",0,1448
"IN5267005",NA,262
"IN5267006",0,46
"IN5267007",0,133
"IN5267008",1,50
"IN5267009",1,2
"IN5267010",1,51
"IN5267012",0,1
"IN5268002",1,205
"IN5268003",NA,1097
"IN5268004",0,209
"IN5268007",0,192
"IN5268008",NA,149
"IN5268010",NA,699
"IN5268012",1,4
"IN5268013",2,48
"IN5269001",0,777
"IN5269002",0,397
"IN5269003",0,56
"IN5269004",0,180
"IN5269005",NA,140
"IN5269006",0,421
"IN5269007",0,27
"IN5269008",NA,40
"IN5270001",0,95
"IN5270002",0,38
"IN5270003",0,62
"IN5270005",0,1230
"IN5270007",NA,0
"IN5271002",0,NA
"IN5271008",0,133
"IN5271009",NA,9380
"IN5271010",0,170
"IN5271011",NA,222
"IN5271012",0,85
"IN5271014",NA,16711
"IN5271016",1,17
"IN5271017",0,295
"IN5271018",0,64
"IN5271020",0,625
"IN5271024",1,4
"IN5271029",0,3
"IN5272001",NA,2190
"IN5272002",NA,862
"IN5273001",0,NA
"IN5273002",NA,3158
"IN5273003",0,113
"IN5273004",1,13
"IN5273005",0,NA
"IN5273006",0,81
"IN5273007",0,3
"IN5273008",NA,24
"IN5273009",0,7
"IN5274001",0,59
"IN5274002",0,84
"IN5274003",0,0
"IN5274004",NA,39
"IN5274005",0,129
"IN5274007",0,483
"IN5274009",1,49
"IN5274010",0,216
"IN5274013",0,68
"IN5275001",1,156
"IN5275002",NA,614
"IN5275003",0,230
"IN5276001",0,1387
"IN5276002",NA,243
"IN5276003",1,NA
"IN5276006",0,336
"IN5276008",0,1
"IN5276012",1,NA
"IN5276013",7,6
"IN5276015",0,2
"IN5276018",0,1
"IN5276022",2,10
"IN5276023",0,168
"IN5276025",0,2
"IN5276026",0,3
"IN5276027",0,17
"IN5276036",0,NA
"IN5276041",0,1
"IN5277001",0,178
"IN5277002",1,144
"IN5277003",0,339
"IN5277004",0,159
"IN5277005",0,43
"IN5277006",0,4
"IN5277007",1,21
"IN5277008",0,306
"IN5277009",0,647
"IN5278001",NA,20
"IN5278002",0,494
"IN5279002",NA,86
"IN5279006",0,69
"IN5279013",NA,9424
"IN5279014",0,1
"IN5279015",0,765
"IN5279016",0,3
"IN5279017",0,NA
"IN5279020",NA,3568
"IN5279021",0,124
"IN5279026",1,73
"IN5280003",NA,98
"IN5280004",0,758
"IN5280005",0,91
"IN5281001",0,371
"IN5281029",0,7
"IN5282002",NA,26813
"IN5282003",0,1322
"IN5283002",0,202
"IN5283003",0,44
