"pwsid","a_int.identified_as_disadvantaged","pw_int_hh.percent_pre_1960s_housing_lead_paint_indicator","pw_int_pop.low_life_expectancy_percentile"
"MS0260004",1,10,93
"MS0260005",1,10,92
"MS0260006",1,15,92
"MS0260007",1,8,64.69
"MS0260008",1,8,66.64
"MS0260010",1,7,63
"MS0260011",1,23,96
"MS0260012",1,23,96
"MS0260013",1,8,63.48
"MS0260014",1,7,63
"MS0260015",1,10,67.67
"MS0260016",1,10,92
"MS0260017",1,15,92
"MS0260018",1,16,81.54
"MS0260022",1,16,79
"MS0260027",1,15,80.06
"MS0260040",1,17,93.03
"MS0270001",1,19,86.31
"MS0270003",1,9,53
"MS0270004",1,25,25
"MS0270007",1,25,25
"MS0270018",1,25,25
"MS0270019",1,NA,NA
"MS0270020",1,21,93
"MS0270021",1,11,77.07
"MS0270022",1,25,25
"MS0280001",1,16,93
"MS0280017",1,16,93
"MS0280018",1,14,84.25
"MS0290002",0.24,11,66
"MS0290003",0.32,15,74.15
"MS0290004",0,11,66
"MS0290005",0,11,66
"MS0290009",0.13,11,68.95
"MS0290010",0,15,87
"MS0290016",0.95,16,90.63
"MS0290017",1,14,59
"MS0300004",0.71,4,68.4
"MS0300005",0.02,4,87
"MS0300006",0.86,30,77.53
"MS0300008",0.59,12,77.07
"MS0300026",0,16,95
"MS0300044",0,1,72.74
"MS0300064",0,4,87
"MS0300079",0,12,82
"MS0300110",1,26,75.7
"MS0300113",0,0,66
"MS0300152",0.48,17,94.42
"MS0300156",0.19,8,66.96
"MS0300162",0,0,66
"MS0300163",0.04,12,82
"MS0300164",0.97,11,92.49
"MS0300166",1,NA,NA
"MS0310001",1,21,95.45
"MS0310002",1,20,93.54
"MS0310003",1,9,75.18
"MS0310004",0.89,11,48.76
"MS0310005",1,7,60
"MS0310007",1,14,73
"MS0310008",1,14,73
"MS0310009",1,9,62.31
"MS0310010",1,8,57.27
"MS0310011",0.98,14,74.2
"MS0310012",1,13,80.88
"MS0310014",1,17,23
"MS0310016",1,14,73
"MS0310019",1,10,52.66
"MS0310024",1,15,46.56
"MS0310025",1,14,73
"MS0320001",1,10,68.86
"MS0320003",1,9,79.86
"MS0320004",1,10,76.04
"MS0320013",1,NA,NA
"MS0320015",1,9,79.86
"MS0330001",1,9,86.84
"MS0330002",1,7,84
"MS0330003",1,17,76.99
"MS0330004",0.98,11,76.99
"MS0330005",1,10,78.92
"MS0330007",1,14,80.17
"MS0330008",1,17,77.04
"MS0330009",1,18,96.92
"MS0340001",1,15,62.4
"MS0340002",1,NA,NA
"MS0340003",0.8,22,79.47
"MS0340004",1,21,52.91
"MS0340005",1,20,81.97
"MS0340006",0.51,12,58.38
"MS0340007",1,11,63.84
"MS0340008",1,12,61.36
"MS0340009",0.38,9,78.49
"MS0340010",0.91,11,63
"MS0340011",0.94,12,68.24
"MS0340013",0,8,83
"MS0340014",0.08,12,59.03
"MS0340015",1,20,92.81
"MS0340016",1,13,36
"MS0340017",1,19,70.47
"MS0340018",1,13,37.53
"MS0340019",0.23,10,68.82
"MS0340020",1,12,57.04
"MS0340021",1,22,95
"MS0340036",1,22,95
"MS0350001",1,NA,NA
"MS0350002",1,28,40.79
"MS0350003",1,20,93
"MS0350004",1,29,38
"MS0350005",1,29,38
"MS0350006",1,19,50.94
"MS0350007",1,20,93
"MS0350019",1,29,38
"MS0350023",1,40,53
"MS0350025",0.17,9,70
"MS0350026",1,13,57
"MS0360001",1,15,70
"MS0360002",0.51,8,84.3
"MS0360003",0.83,16,25.53
"MS0360004",0.11,5,19
"MS0360006",0,3,94
"MS0360007",1,15,70
"MS0360008",1,16,29
"MS0360009",0.76,12,55.43
"MS0360010",0.48,10,58.64
"MS0360011",0.02,7,47
"MS0360014",0.49,4,50.17
"MS0360015",0,0,NA
"MS0360016",0.55,7,51.29
"MS0360017",0,3,94
"MS0360048",1,15,70
"MS0360051",0.13,4,89.26
"MS0360063",1,15,70
"MS0360064",1,16,32.7
"MS0370001",0.78,6,67.14
"MS0370004",0.38,2,64.36
"MS0370005",0.93,21,92.21
"MS0370006",0.1,2,50.37
"MS0370007",0.75,14,90.1
"MS0370008",1,15,78.45
"MS0370009",1,15,78
"MS0370010",0,11,65
"MS0370011",0.33,7,51.51
"MS0370016",0.27,1,18.53
"MS0380001",1,36,92.7
"MS0380002",0.05,12,80.67
"MS0380004",0.68,13,77.82
"MS0380005",0,11,71
"MS0380006",0.17,16,60.43
"MS0380008",1,14,88
"MS0380009",1,14,82.5
"MS0380026",0,6,59
"MS0380028",0,11,77.67
"MS0380101",1,14,88
"MS0380106",0.55,43,88.86
"MS0380117",0.4,13,83
"MS0380128",1,41,98.61
"MS0390001",1,15,90.92
"MS0390002",1,13,92.53
"MS0390003",1,12,92.88
"MS0390004",1,13,71
"MS0390005",1,13,71
"MS0390006",1,12,92.92
"MS0390007",1,13,71
"MS0390008",1,13,71
"MS0390015",1,12,92.02
"MS0400001",1,11,87
"MS0400002",1,15,92.81
"MS0400003",1,10,88
"MS0400004",1,12,87.97
"MS0400005",1,10,76
"MS0400006",1,13,79.05
"MS0400007",1,11,78.2
"MS0400008",1,10,75.91
"MS0400011",1,10,76
"MS0400016",1,NA,NA
"MS0400018",1,11,87
"MS0410001",0,4,69
"MS0410002",0,11,59
"MS0410004",0,11,58.67
"MS0410006",0,6,57.07
"MS0410007",0,6,63.72
"MS0410008",0.49,12,66.77
"MS0410011",0,12,49
"MS0410012",0,5,31.68
"MS0410013",0,11,61.95
"MS0410015",0.45,14,52.82
"MS0410016",0.82,11,87.97
"MS0410018",0.54,5,71.37
"MS0410024",0.01,6,36.12
"MS0410025",0,5,22.16
"MS0410032",1,16,91
"MS0410033",0.24,11,72.98
"MS0410035",0,2,14
"MS0410038",0,NA,NA
"MS0410039",0,7,65.36
"MS0410040",0,36,68
"MS0410041",0,3,13
"MS0410042",0,9,44.86
"MS0410044",0,7,61.36
"MS0420001",1,31,89.28
"MS0420002",1,15,86
"MS0420003",1,7,81
"MS0420004",1,15,86
"MS0420005",1,27,91
"MS0420006",1,7,81
"MS0420010",1,NA,NA
"MS0420020",1,7,81
"MS0420022",1,7,81
"MS0420035",0.13,3,49.42
"MS0420041",1,17,62.59
"MS0420045",1,15,86
"MS0430001",0,11,82
"MS0430002",0.94,27,92.39
"MS0430003",1,5,77
"MS0430027",1,16,50
"MS0430029",0.01,12,74.86
"MS0430030",0.31,13,76.94
"MS0430031",1,8,79.9
"MS0430032",0.36,8,79.59
"MS0440001",1,NA,NA
"MS0440002",0,8,67.57
"MS0440003",0.74,29,87.52
"MS0440004",1,14,48
"MS0440005",0,8,35
"MS0440018",0,8,81
"MS0440080",0,7,34.49
"MS0440081",0,4,52.38
"MS0440096",1,11,21
"MS0440097",1,4,40.52
"MS0440100",0,9,65
"MS0440103",0.57,4,68.29
"MS0450002",0,1,39.7
"MS0450003",0,4,21
"MS0450004",1,7,63
"MS0450005",1,22,92.21
"MS0450006",0.44,19,57.73
"MS0450007",0.05,4,21
"MS0450008",0,9,35
"MS0450010",0,0,35.81
"MS0450013",0.06,1,45.59
"MS0450014",0,0,63
"MS0450016",0,9,35
"MS0450017",0,9,35
"MS0450019",0,1,49
"MS0450021",0,3,23
"MS0450024",0,1,39
"MS0450034",0,3,7
"MS0460001",1,12,81.94
"MS0460003",1,31,91
"MS0460004",1,16,79
"MS0460005",1,21,95.88
"MS0460007",1,16,88.41
"MS0460008",1,9,95.78
"MS0460009",1,9,96.72
"MS0460011",1,22,96
"MS0460012",1,12,79
"MS0460013",1,5,91.35
"MS0460014",1,10,92.25
"MS0470001",0.99,6,84.96
"MS0470002",1,18,87.47
"MS0470004",1,10,84.42
"MS0470069",1,7,85.47
"MS0470105",0,7,NA
"MS0470106",1,8,83.92
"MS0480001",1,18,75.98
"MS0480002",0.87,27,59.11
"MS0480004",1,15,70.92
"MS0480005",0.57,12,60.58
"MS0480007",0.19,12,77.16
"MS0480008",0.03,20,68.79
"MS0480011",1,12,57
"MS0480012",0.04,18,72.92
"MS0480013",1,12,74
"MS0480016",0,19,71
"MS0480017",0,19,71
"MS0480019",1,12,74
"MS0490001",1,26,95.53
"MS0490002",1,13,62
"MS0490003",1,13,62
"MS0490004",1,26,95.73
"MS0490005",1,16,93
"MS0490006",1,27,89.23
"MS0490007",1,15,92.31
"MS0490008",1,22,94.48
"MS0490009",1,23,76.04
"MS0490010",1,32,96.9
"MS0490018",1,32,97
"MS0490020",0.99,13,62
"MS0490022",1,16,93
"MS0500001",0.14,9,93.56
"MS0500005",1,17,77
"MS0500007",1,18,77
"MS0500008",1,32,93.85
"MS0500009",1,17,77
"MS0510001",0.06,11,90.12
"MS0510002",1,18,82
"MS0510004",1,17,77
"MS0510005",0.22,18,81.45
"MS0510006",0.85,18,83.56
"MS0510009",1,28,91.27
"MS0510010",1,29,91.97
"MS0510011",1,19,77
"MS0510012",1,23,78.58
"MS0510019",1,NA,NA
"MS0510022",1,21,91
"MS0520001",1,14,30.42
"MS0520004",1,13,53.23
"MS0520005",1,14,24
"MS0520006",1,14,24
"MS0520008",1,13,57
"MS0520023",1,13,57
"MS0520024",1,14,25.4
"MS0530001",0.77,18,45.17
"MS0530002",1,1,50
"MS0530004",1,7,45
"MS0530005",0,7,68
"MS0530006",0.99,1,52.32
"MS0530008",0,7,68
"MS0530009",1,7,45
"MS0530010",0,NA,NA
"MS0530012",0.43,11,52.01
"MS0530013",1,8,45.22
"MS0530014",1,7,45
"MS0530017",1,3,50.68
"MS0530018",1,7,45
"MS0530019",0.71,15,44.23
"MS0530020",0.68,7,55.91
"MS0530021",1,7,45
"MS0530022",0.91,7,44.87
"MS0530023",0.03,7,68
"MS0530024",0.53,4,39.16
"MS0530025",1,7,51.04
"MS0530039",0.99,7,45
"MS0530041",1,1,50
"MS0530044",1,17,54.14
"MS0530047",0,NA,NA
"MS0540002",1,12,92.84
"MS0540003",1,14,94
"MS0540004",1,16,63
"MS0540005",1,18,61.47
"MS0540006",1,15,83.29
"MS0540008",1,16,63
"MS0540009",1,7,89.01
"MS0540011",1,14,82
"MS0540012",1,14,94
"MS0540013",1,13,93.4
"MS0540015",1,16,63
"MS0540016",1,16,63
"MS0540017",1,14,82.25
"MS0540018",1,29,95
"MS0540021",1,14,94
"MS0540023",1,14,94
"MS0540025",1,14,94
"MS0540029",0,2,39
"MS0540032",1,14,94
"MS0540063",1,9,88.32
"MS0540067",1,14,82
"MS0540069",1,14,82.25
"MS0540072",0.99,16,63.16
"MS0550001",0,3,47
"MS0550002",1,15,83.92
"MS0550004",0.59,20,86.35
"MS0550005",0,8,66.44
"MS0550006",0.99,28,39.91
"MS0550008",0.11,8,85.8
"MS0550013",0,2,39
"MS0550041",0.93,14,95.76
"MS0550057",1,8,96
"MS0550058",1,4,62
"MS0550060",0.32,7,71.91
"MS0550062",0,7,74
"MS0550063",0.29,12,87
"MS0560001",0.77,13,73.89
"MS0560002",1,13,73
"MS0560003",1,43,54.28
"MS0560004",1,13,94
"MS0560005",1,13,94
"MS0560006",0.45,11,77.15
"MS0560007",1,13,73
"MS0560014",0,9,82
"MS0560015",1,13,73
"MS0570002",1,17,85.11
"MS0570003",1,6,85.89
"MS0570004",1,23,92.71
"MS0570005",1,18,82
"MS0570008",0.98,9,68.28
"MS0570010",1,17,97
"MS0570011",1,14,82
"MS0570013",1,16,84.15
"MS0570014",1,17,80.12
"MS0570015",1,18,83.59
"MS0570048",1,18,82
"MS0570051",0.94,7,83.91
"MS0580001",0.33,12,50.82
"MS0580002",0.4,10,43.69
"MS0580003",1,12,74
"MS0580004",0.7,12,70.94
"MS0580006",0.91,12,19.12
"MS0580007",0,18,81
"MS0580008",0,12,62.73
"MS0580010",0.99,8,9
"MS0580017",0,28,55
"MS0580020",0.47,13,55.7
"MS0580021",0.47,13,55.7
"MS0580023",1,18,78
"MS0590001",0.68,16,57.05
"MS0590002",1,19,36.14
"MS0590003",1,18,93.53
"MS0590004",1,25,89.52
"MS0590007",1,20,47.13
"MS0590008",0.36,14,54.83
"MS0590009",1,17,94
"MS0590010",1,11,37
"MS0590011",1,22,20.14
"MS0590013",1,22,20
"MS0590014",0.85,14,57.06
"MS0590018",1,12,35.83
"MS0600002",1,30,84.09
"MS0600003",1,14,82
"MS0600004",1,20,59
"MS0600005",1,20,59
"MS0600006",1,21,93
"MS0600007",1,40,98.07
"MS0600008",1,20,59
"MS0600010",1,21,93
"MS0600012",1,19,68.05
"MS0600016",1,21,93
"MS0600018",1,19,88.87
"MS0610001",0,7,72.76
"MS0610003",0,8,36.03
"MS0610007",0,6,52.93
"MS0610008",0,5,47.43
"MS0610009",0.42,6,67.94
"MS0610011",0,7,24
"MS0610012",0,3,27.36
"MS0610013",0.35,9,75.76
"MS0610015",1,14,24
"MS0610016",0,2,34
"MS0610017",0.14,9,67.34
"MS0610018",0,6,49
"MS0610019",0,9,65.07
"MS0610021",0,7,73
"MS0610022",0.42,9,80.28
"MS0610023",0.97,8,85.58
"MS0610024",0.37,5,79
"MS0610025",0,5,56.31
"MS0610026",0,6,36
"MS0610027",0,4,35.06
"MS0610028",0,3,54.54
"MS0610029",0,2,34
"MS0610030",0.21,7,69.84
"MS0610032",0.35,15,33.25
"MS0610035",0,4,21
"MS0610036",0,1,31.84
"MS0610038",0,5,94
"MS0610040",0.3,9,36
"MS0610041",0,7,73
"MS0610044",0,2,42.56
"MS0610049",1,23,87
"MS0610075",0,1,40.45
"MS0610081",0,5,35.31
"MS0610086",0,2,34
"MS0610089",0,10,26.14
"MS0610097",1,56,NA
"MS0620001",1,13,81
"MS0620002",1,9,81.64
"MS0620003",1,13,78.39
"MS0620004",1,12,74
"MS0620005",1,9,96
"MS0620006",1,11,60.73
"MS0620007",1,13,81.59
"MS0620008",1,13,75.45
"MS0620009",1,14,93.22
"MS0620010",1,14,81.55
"MS0620023",1,12,74
"MS0630001",1,12,73
"MS0630002",1,12,73
"MS0630003",1,12,73
"MS0630004",1,22,92.08
"MS0640001",0.96,12,NA
"MS0640002",1,12,NA
"MS0640003",1,23,50
"MS0640004",1,12,NA
"MS0640005",0,8,82
"MS0640006",0.9,17,97.54
"MS0640007",1,23,50.15
"MS0640008",0,8,82
"MS0640009",0.92,12,77.8
"MS0640011",1,19,50
"MS0640012",0.99,23,86.77
"MS0640013",0,8,82
"MS0640014",0.78,19,84.93
"MS0640021",1,12,NA
"MS0640022",1,12,74.34
"MS0650001",1,16,42.2
"MS0650003",1,9,45
"MS0650004",1,15,60
"MS0650005",1,15,59.63
"MS0650006",1,9,45
"MS0650007",1,9,45
"MS0650008",1,13,55.63
"MS0650010",1,12,36.07
"MS0650011",1,17,23
"MS0650012",1,16,63.35
"MS0650013",0.96,9,49.39
"MS0650017",1,9,45
"MS0650018",1,10,49.81
"MS0660002",0.26,9,82.99
"MS0660004",0.15,9,83.84
"MS0660005",1,21,89.79
"MS0660020",1,10,69
"MS0660021",1,18,83.59
"MS0660022",0,9,87
"MS0660024",1,10,69
"MS0660025",0.55,3,84.71
"MS0670001",1,32,38
"MS0670003",1,18,99
"MS0670004",1,32,38
"MS0670005",1,17,54.48
"MS0670006",1,17,93.53
"MS0670007",1,19,93
"MS0670008",1,17,54
"MS0670010",1,32,38
"MS0670011",1,24,73.36
"MS0670012",1,16,86
"MS0670014",1,32,38
"MS0670015",1,19,93
"MS0670038",1,31,45.07
"MS0680001",0.99,24,74.92
"MS0680002",1,26,98.85
"MS0680004",1,8,96
"MS0680005",1,25,74
"MS0680007",1,13,85
"MS0680008",1,8,95.82
"MS0680010",1,36,89
"MS0680011",1,36,89
"MS0680012",1,NA,NA
"MS0680013",1,34,85.55
"MS0680032",1,36,89
"MS0680033",1,25,74
"MS0680037",1,16,85.55
"MS0690001",0.96,16,92
"MS0690002",1,16,92
"MS0690003",0.79,16,88.82
"MS0690004",0,11,33
"MS0690005",0.53,17,84.41
"MS0690006",0.01,15,78
"MS0690008",0.94,18,87.78
"MS0690047",0,NA,NA
"MS0690051",0.11,11,35.75
"MS0690053",0,2,48
"MS0700001",1,14,54
"MS0700003",1,18,83.15
"MS0700005",1,15,81.71
"MS0700006",1,13,67.68
"MS0700008",1,15,69.17
"MS0700009",1,29,92.86
"MS0700010",1,18,84
"MS0700011",1,18,84
"MS0700012",1,14,54.92
"MS0700014",1,18,84.01
"MS0700015",1,14,54
"MS0700021",1,13,88.01
"MS0710001",1,19,74
"MS0710002",1,17,89.2
"MS0710003",1,19,74
"MS0710004",1,14,91.4
"MS0710005",1,19,72.92
"MS0710006",1,16,89.36
"MS0710008",1,25,89
"MS0710010",1,19,74
"MS0710011",1,17,89
"MS0710022",1,11,95
"MS0710029",1,26,NA
"MS0720004",1,14,89
"MS0720024",0.99,6,91.83
"MS0720026",1,5,92
"MS0730001",0.51,20,55.86
"MS0730002",0,16,82
"MS0730003",0.9,17,52.41
"MS0730004",0.91,24,30.55
"MS0730005",1,14,89
"MS0730006",0.47,28,49.99
"MS0730008",0.95,24,28.09
"MS0730009",0,16,82
"MS0730010",1,13,87
"MS0730024",1,23,40.67
"MS0730025",1,15,82.3
"MS0730026",1,14,89.97
"MS0740002",1,11,91
"MS0740004",1,14,90.81
"MS0740005",1,24,91.97
"MS0740076",1,10,87.38
"MS0750002",0.41,6,77.18
"MS0750003",0,5,61
"MS0750004",1,6,63.46
"MS0750005",1,9,84.66
"MS0750010",0.94,34,83.5
"MS0750011",1,3,78.85
"MS0760001",1,26,76
"MS0760003",1,13,87.87
"MS0760004",1,32,90.01
"MS0760005",1,18,88.99
"MS0760006",1,31,75.26
"MS0760007",1,18,53
"MS0760010",1,18,53
"MS0760014",1,18,53
"MS0760017",1,NA,NA
"MS0760034",1,18,53
"MS0760076",1,16,85.22
"MS0770001",0.25,15,65.5
"MS0770002",0,14,60.5
"MS0770003",1,NA,NA
"MS0770004",0.01,9,71.56
"MS0770005",0.72,11,79.29
"MS0770007",0,17,57
"MS0770008",1,29,96.73
"MS0780002",0.94,28,67.02
"MS0780003",0,9,69
"MS0780004",0,9,69
"MS0780005",1,29,66.04
"MS0780006",0.53,9,69
"MS0780007",0.03,9,70.04
"MS0780008",1,29,65.64
"MS0780009",0.27,16,66.24
"MS0780010",1,32,61.16
"MS0780012",0,9,69
"MS0780016",0,9,69
"MS0780018",1,32,61
"MS0790001",1,13,89.8
"MS0790002",1,11,84.64
"MS0790003",1,13,90.68
"MS0790005",1,7,73
"MS0790006",1,13,87.92
"MS0790007",1,7,73
"MS0800001",1,18,61.21
"MS0800002",1,13,79.5
"MS0800004",1,21,59.08
"MS0800006",1,19,70.66
"MS0800007",1,16,47
"MS0800009",0.92,16,81.75
"MS0800011",1,12,81.31
"MS0800013",1,17,63.61
"MS0800015",1,18,77
"MS0800019",1,18,77
"MS0810002",1,18,81.9
"MS0810003",1,13,85
"MS0810004",1,19,81
"MS0810005",1,16,83.5
"MS0810007",1,13,85
"MS0810009",1,13,85
"MS0810010",1,19,81
"MS0810011",1,21,95.97
"MS0810012",1,11,78
"MS0810015",1,13,85
"MS0810028",1,19,73.99
"MS0810029",1,19,81
"MS0810035",1,18,82.02
"MS0820002",1,14,73
"MS0820003",1,10,64
"MS0820004",1,14,73
"MS0820006",1,10,64
"MS0820008",1,12,68.34
"MS0820010",1,NA,NA
"MS0820011",1,10,64
"MS0820012",1,12,75
"MS0820014",1,30,89.68
"MS0820015",1,18,51.58
"MS0820027",1,10,64
"MS0820028",1,7,63
"MS0820030",1,13,73.52
"MS0820031",1,14,74.03
"MS0820033",1,NA,NA
"083090003",1,14,83
"083090004",1,13,78
"083090005",1,32,69
"083090007",1,13,78
"083090008",1,13,78
"083090009",1,NA,NA
"083090011",1,11,56
"083090012",1,22,45
"083090014",1,28,56
"083090021",1,25,74
"083090022",1,16,26
"083090023",1,44,55
"083090024",1,16,26
"083090025",0,14,20
"083090026",1,NA,NA
"083090027",1,17,33
"083090029",1,24,63
"083090030",0,14,20
"083090031",1,24,63
"083090032",1,22,52
"083090033",1,25,74
"083090034",1,44,55
"083090036",1,25,74
"083090038",0,14,20
"083090041",1,10,NA
"083090044",1,6,69
"083090045",1,6,69
"083090047",1,6,69
"083090050",0.97,33,87.12
"083090051",1,29,79
"083090052",1,29,79
"083090053",1,37,56
"083090057",1,29,79
"083090058",1,32,97
"083090061",1,4,67
"083090062",1,4,67
"083090063",1,13,77
"083090064",1,5,68.58
"083090074",1,37,39.25
"083090075",0.99,38,37.25
"083090079",1,10,69
"083090090",1,13,78
"083090091",1,14,83
"083090305",1,NA,NA
"083090309",1,16,26
"083090312",1,44,55
"084690032",0,44,66
"084690483",0,13,37
"MT0000003",0,29,17
"MT0000007",1,43,56
"MT0000009",1,43,56
"MT0000014",0,24,21
"MT0000015",1,21,60
"MT0000016",1,75,77.52
"MT0000018",1,NA,NA
"MT0000020",0,44,12
"MT0000021",0,42,44
"MT0000022",1,24,9
"MT0000025",1,20,74
"MT0000027",0.3,15,15.82
"MT0000030",0,2,32
"MT0000034",0,1,25
"MT0000035",0,0,57
"MT0000037",0,0,5
"MT0000038",1,54,79
"MT0000039",0,53,66
"MT0000046",0,NA,NA
"MT0000053",1,20,74
"MT0000057",0,4,31.34
"MT0000058",0,24,21
"MT0000060",0,8,21
"MT0000062",1,25,NA
"MT0000063",0,29,45
"MT0000064",1,16,2
"MT0000077",0,11,21.99
"MT0000078",0,NA,NA
"MT0000079",1,25,63
"MT0000082",0,11,54
"MT0000086",0,9,41
"MT0000088",0,8,10
"MT0000089",0,NA,NA
"MT0000095",0,NA,NA
"MT0000100",0,11,54
"MT0000108",1,26,80
"MT0000109",0,11,54
"MT0000110",1,NA,NA
"MT0000111",1,9,37
"MT0000115",1,24,84
"MT0000123",0,NA,NA
"MT0000125",0,30,36
"MT0000126",0,9,41
"MT0000128",0,2,32
"MT0000133",0,8,21
"MT0000136",0,5,45.56
"MT0000138",0,36,48
"MT0000150",1,41,35
"MT0000153",0.19,34,50.63
"MT0000154",0,6,33
"MT0000155",0.31,40,57.81
"MT0000156",0,12,44.11
"MT0000157",0,22,65
"MT0000158",0,24,21
"MT0000161",0.16,18,39
"MT0000164",0,57,25
"MT0000165",0,43,45
"MT0000166",0,26,56
"MT0000167",0,3,21
"MT0000170",0.22,59,74.16
"MT0000171",1,26,12
"MT0000172",1,24,63
"MT0000173",1,43,56
"MT0000174",1,49,12
"MT0000175",1,45,43
"MT0000176",0,52,18
"MT0000177",0,24,21
"MT0000178",0,34,45
"MT0000180",0.13,3,85
"MT0000181",1,23,71.35
"MT0000184",0,3,51
"MT0000185",0,25,53
"MT0000186",0,57,25
"MT0000187",0,22,25
"MT0000189",1,25,NA
"MT0000192",0,44,12
"MT0000193",1,59,77
"MT0000195",1,16,41
"MT0000196",0,20,64.99
"MT0000197",0,55,65
"MT0000198",0,32,1
"MT0000199",0,36,6
"MT0000200",1,50,47
"MT0000201",0,43,49.99
"MT0000203",1,44,49
"MT0000204",0,55,0
"MT0000206",1,35,48
"MT0000208",0,10,10
"MT0000210",1,13,5
"MT0000212",0,46,8
"MT0000213",0,36,56
"MT0000215",0.01,37,0
"MT0000216",0,57,9
"MT0000218",0,36,56
"MT0000221",0,44,12
"MT0000222",0,43,45
"MT0000224",0,22,25
"MT0000225",1,41,35
"MT0000226",1,45,12
"MT0000228",1,40,58.26
"MT0000229",0,48,74
"MT0000231",0,36,6
"MT0000232",0,10,8
"MT0000233",0,26,35
"MT0000234",1,29,41.7
"MT0000235",1,33,61
"MT0000239",1,54,85
"MT0000240",1,58,26
"MT0000241",0.06,37,37.15
"MT0000247",1,19,24
"MT0000248",1,41,35
"MT0000249",1,43,56
"MT0000250",0,36,56
"MT0000251",1,44,55
"MT0000253",1,25,NA
"MT0000254",0.95,24,9
"MT0000256",0,22,28
"MT0000257",1,38,35
"MT0000258",1,58,26
"MT0000259",0.14,31,52.02
"MT0000261",0,16,73
"MT0000262",0,6,41
"MT0000265",1,53,56
"MT0000266",0,21,21
"MT0000269",0,31,48
"MT0000270",0,34,53.88
"MT0000271",0,66,77.56
"MT0000274",1,41,81.83
"MT0000275",1,12,77
"MT0000276",0,44,66
"MT0000277",1,28,56
"MT0000278",0,8,23
"MT0000284",1,44,49
"MT0000285",0,20,37
"MT0000286",1,25,NA
"MT0000287",0,44,74
"MT0000289",1,48,37
"MT0000290",1,20,20
"MT0000291",0.21,47,74.61
"MT0000294",0.13,26,47.86
"MT0000295",0,36,6
"MT0000296",1,20,20
"MT0000297",1,37,56
"MT0000298",0,36,48
"MT0000299",1,19,24
"MT0000300",1,19,24
"MT0000301",0,36,56
"MT0000304",0,32,1
"MT0000305",1,23,38
"MT0000306",0,49,79
"MT0000307",0,42,44
"MT0000308",1,20,41.55
"MT0000311",0,55,0
"MT0000313",0,29,43
"MT0000314",1,46,42.97
"MT0000315",1,13,5
"MT0000316",0,48,3
"MT0000317",0,25,37
"MT0000318",1,25,74
"MT0000320",1,25,74
"MT0000321",1,60,85
"MT0000322",1,42,NA
"MT0000323",1,44,49
"MT0000325",0,36,48
"MT0000326",0,49,21
"MT0000327",0,14,20
"MT0000328",1,50,47
"MT0000329",0,37,33
"MT0000330",0,27,55.48
"MT0000332",0,21,21
"MT0000334",1,45,12
"MT0000335",0.64,22,59.49
"MT0000338",1,53,56
"MT0000339",1,18,57.74
"MT0000340",1,53,56
"MT0000341",1,19,24
"MT0000343",0,33,38
"MT0000344",1,30,92
"MT0000345",0,36,48
"MT0000347",1,19,24
"MT0000348",1,12,5
"MT0000349",0,23,0
"MT0000351",1,32,69
"MT0000352",0,30,10
"MT0000353",0,37,33
"MT0000355",1,48,37
"MT0000356",1,25,NA
"MT0000357",0.6,9,33.42
"MT0000359",0,21,57
"MT0000360",0,44,74
"MT0000361",0,50,56
"MT0000362",0,34,45
"MT0000363",0,36,6
"MT0000364",0,46,NA
"MT0000367",0,22,59
"MT0000368",0,NA,NA
"MT0000370",0,18,15
"MT0000372",0,18,15
"MT0000373",0,NA,NA
"MT0000374",0,NA,NA
"MT0000376",0,5,50
"MT0000377",0,18,15
"MT0000378",0,5,50
"MT0000379",0,6,45
"MT0000381",0,6,41.33
"MT0000385",1,23,38
"MT0000391",0,36,48
"MT0000392",0.04,8,21
"MT0000400",0.14,56,22.28
"MT0000402",0,20,65
"MT0000404",0,4,39
"MT0000405",0,4,39
"MT0000408",0,26,35
"MT0000410",0,NA,NA
"MT0000413",0,36,6
"MT0000415",1,47,75.81
"MT0000426",0,5,65
"MT0000428",1,51,NA
"MT0000433",0,36,6
"MT0000437",0,5,50
"MT0000443",0,8,23
"MT0000444",0,NA,NA
"MT0000445",0,44,74
"MT0000449",0,NA,NA
"MT0000450",0,18,15
"MT0000451",0,NA,NA
"MT0000452",0,18,15
"MT0000453",0,18,15
"MT0000454",1,33,81
"MT0000455",0,NA,NA
"MT0000458",1,31,45
"MT0000460",0,29,45
"MT0000461",0,1,25
"MT0000463",0,30,36
"MT0000464",0,7,5
"MT0000467",0,18,15
"MT0000474",0,48,61.59
"MT0000489",0,NA,NA
"MT0000497",0,NA,NA
"MT0000504",1,22,25
"MT0000506",1,13,15
"MT0000514",0,42,50
"MT0000515",1,1,NA
"MT0000517",0,5,50
"MT0000520",0,57,9
"MT0000521",0,22,65
"MT0000524",0.44,51,59.25
"MT0000525",0.35,43,61.44
"MT0000526",0,22,65
"MT0000530",1,13,5
"MT0000540",1,17,62
"MT0000548",0,1,22
"MT0000549",0,49,21
"MT0000553",1,17,62
"MT0000566",1,59,77
"MT0000570",0,26,35
"MT0000571",0,22,65
"MT0000573",0.32,51,68.33
"MT0000578",0,25,43
"MT0000579",0,36,48
"MT0000580",0,30,10
"MT0000582",1,12,5
"MT0000586",1,58,26
"MT0000589",0,25,43
"MT0000590",0,14,45
"MT0000591",0,2,32
