"pwsid","total_pop","mhi","hh_inc_lowest_quintile","black_alone_per","asian_alone_per","white_alone_per","AIAN_alone_per","NAPI_alone_per","other_alone_per","mixed_alone_per","hisp_alone_per","ageunder_5_per","age_over_61_per","bachelors_per","laborforce_unemployed_per","water_rate_less_125_per","water_rate_between_125_249_per","water_rate_between_250_499_per","water_rate_between_500_749_per","water_rate_between_750_999_per","water_rate_over_1000_per","hh_below_pov_per","hh_rent_home_per","hh_own_home_per","poc_alone_per","pop_in_pov_per","no_health_insurance_per","epic_pop_density","most_common_rate_tidy"
"CT0261001",16,NA,NA,1.74,0.87,91.42,0.16,0,1.77,4.04,4.81,3.72,31.69,21.2,4.01,18.16,2.11,35.53,12.63,18.68,12.89,3.55,27.91,72.09,8.58,5.93,5.82,228,"Most people pay between $250-499 for water & sewer annually"
"CT0261031",6668,96618,45317,1.02,2.01,92.7,0.04,0,0.7,3.52,4.13,2.91,30.48,28.8,3.04,12.05,11.38,31.49,21.64,11.02,12.41,5.56,26.45,73.55,7.3,5.1,4.87,987,"Most people pay between $250-499 for water & sewer annually"
"CT0261081",63,NA,NA,1.45,0.97,91.57,0.13,0,1.58,4.3,4.38,3.9,30.99,21.68,3.94,19.83,2.35,34.1,14.51,17.47,11.74,4.14,24.26,75.74,8.43,5.69,5.34,441,"Most people pay between $250-499 for water & sewer annually"
"CT0270041",86,111827,37067,0,2.49,92.09,0,0,1.97,3.44,7.98,3.11,24.77,20.84,2.71,10.51,7.32,22.72,32.27,14.12,13.06,3.95,14,86,7.91,5.09,2.4,933,"Most people pay between $500-749 for water & sewer annually"
"CT0270091",175,111827,37067,0,2.42,92.33,0,0,1.95,3.3,7.97,3.05,24.58,20.93,2.69,10.54,7.53,22.78,32.2,13.93,13.02,3.88,13.65,86.35,7.67,4.93,2.38,1411,"Most people pay between $500-749 for water & sewer annually"
"CT0270101",122,111827,37067,0,2.49,92.09,0,0,1.97,3.44,7.98,3.11,24.77,20.84,2.71,10.51,7.32,22.72,32.27,14.12,13.06,3.95,14,86,7.91,5.09,2.4,1603,"Most people pay between $500-749 for water & sewer annually"
"CT0270111",108,111827,37067,0,2.49,92.09,0,0,1.97,3.44,7.98,3.11,24.77,20.84,2.71,10.51,7.32,22.72,32.27,14.12,13.06,3.95,14,86,7.91,5.09,2.4,1316,"Most people pay between $500-749 for water & sewer annually"
"CT0280011",4106,82990,37175,2.71,0.41,92.3,0,0,2.31,2.26,6.73,8.05,24.85,21.37,5.74,4.04,9.64,42.42,19.51,8.52,15.86,10.49,36.37,63.63,7.7,7.27,0.74,1209,"Most people pay between $250-499 for water & sewer annually"
"CT0280031",47,NA,NA,4.22,2.12,87.41,0,0,0,6.26,3.19,5.53,17.54,26,3.05,6.69,2.51,33.05,44.77,0,12.97,7.93,10.22,89.78,12.59,7.62,1.36,406,"Most people pay between $500-749 for water & sewer annually"
"CT0280041",86,124079,52915,4.22,2.12,87.41,0,0,0,6.26,3.19,5.53,17.54,26,3.05,6.69,2.51,33.05,44.77,0,12.97,7.93,10.22,89.78,12.59,7.62,1.36,501,"Most people pay between $500-749 for water & sewer annually"
"CT0280051",45,124079,52915,4.22,2.12,87.41,0,0,0,6.26,3.19,5.53,17.54,26,3.05,6.69,2.51,33.05,44.77,0,12.97,7.93,10.22,89.78,12.59,7.62,1.36,614,"Most people pay between $500-749 for water & sewer annually"
"CT0280071",34,NA,NA,4.22,2.12,87.41,0,0,0,6.26,3.19,5.53,17.54,26,3.05,6.69,2.51,33.05,44.77,0,12.97,7.93,10.22,89.78,12.59,7.62,1.36,439,"Most people pay between $500-749 for water & sewer annually"
"CT0282001",252,124079,52915,4.22,2.12,87.41,0,0,0,6.26,3.19,5.53,17.54,26,3.05,6.69,2.51,33.05,44.77,0,12.97,7.93,10.22,89.78,12.59,7.62,1.36,1231,"Most people pay between $500-749 for water & sewer annually"
"CT0286011",320,126750,60756,1.21,0.86,91.29,0,0,2.15,4.49,5.81,10.52,17.18,21.81,2.73,5.99,37.86,26.86,17.31,8.41,3.56,4.23,16.94,83.06,8.71,4.57,0.87,1057,"Most people pay between $125-249 for water & sewer annually"
"CT0300011",85,113983,34603,1.37,0,93.87,0.21,0,2.45,2.11,3.91,2.54,25.39,19.62,7.67,13.33,23.33,22.5,21.67,19.17,0,4.87,15.25,84.75,6.13,5.07,3.93,520,"Most people pay between $125-249 for water & sewer annually"
"CT0300071",61,NA,NA,1.37,0,93.87,0.21,0,2.45,2.11,3.91,2.54,25.39,19.62,7.67,13.33,23.33,22.5,21.67,19.17,0,4.87,15.25,84.75,6.13,5.07,3.93,873,"Most people pay between $125-249 for water & sewer annually"
"CT0309051",38,NA,NA,1.37,0,93.87,0.21,0,2.45,2.11,3.91,2.54,25.39,19.62,7.67,13.33,23.33,22.5,21.67,19.17,0,4.87,15.25,84.75,6.13,5.07,3.93,527,"Most people pay between $125-249 for water & sewer annually"
"CT0310011",100,95089,38600,0.58,4.35,92.31,0,0,0.22,2.54,5.8,2.68,35.68,27.31,4.31,21.95,14.63,43.9,4.88,7.32,7.32,7,18.6,81.4,7.69,9.43,8.48,245,"Most people pay between $250-499 for water & sewer annually"
"CT0311021",11,95089,38600,0.58,4.35,92.31,0,0,0.22,2.54,5.8,2.68,35.68,27.31,4.31,21.95,14.63,43.9,4.88,7.32,7.32,7,18.6,81.4,7.69,9.43,8.48,142,"Most people pay between $250-499 for water & sewer annually"
"CT0320011",363,93026,44500,1.52,4.11,91.2,0,0,0.83,2.33,5.27,4.02,22.77,24.71,3.64,8.2,2.91,43.53,17.49,21.31,6.56,6.35,14.72,85.28,8.8,7.81,1.19,1615,"Most people pay between $250-499 for water & sewer annually"
"CT0320021",421,93026,44500,1.52,4.11,91.2,0,0,0.83,2.33,5.27,4.02,22.77,24.71,3.64,8.2,2.91,43.53,17.49,21.31,6.56,6.35,14.72,85.28,8.8,7.81,1.19,1605,"Most people pay between $250-499 for water & sewer annually"
"CT0320031",158,93026,44500,1.52,4.11,91.2,0,0,0.83,2.33,5.27,4.02,22.77,24.71,3.64,8.2,2.91,43.53,17.49,21.31,6.56,6.35,14.72,85.28,8.8,7.81,1.19,781,"Most people pay between $250-499 for water & sewer annually"
"CT0320041",346,99549,54321,0.03,1.15,92.05,0,0,4.26,2.5,1.66,6.61,21.21,28.19,3.34,25.36,3.12,0,36.59,23.28,11.64,2.51,6.04,93.96,7.95,4.58,0.43,621,"Most people pay between $500-749 for water & sewer annually"
"CT0320051",459,93026,44500,1.52,4.11,91.2,0,0,0.83,2.33,5.27,4.02,22.77,24.71,3.64,8.2,2.91,43.53,17.49,21.31,6.56,6.35,14.72,85.28,8.8,7.81,1.19,827,"Most people pay between $250-499 for water & sewer annually"
"CT0320061",187,99549,54321,0.03,1.15,92.05,0,0,4.26,2.5,1.66,6.61,21.21,28.19,3.34,25.36,3.12,0,36.59,23.28,11.64,2.51,6.04,93.96,7.95,4.58,0.43,966,"Most people pay between $500-749 for water & sewer annually"
"CT0320071",425,99549,54321,0.03,1.15,92.05,0,0,4.26,2.5,1.66,6.61,21.21,28.19,3.34,25.36,3.12,0,36.59,23.28,11.64,2.51,6.04,93.96,7.95,4.58,0.43,1021,"Most people pay between $500-749 for water & sewer annually"
"CT0320091",482,99549,54321,0.03,1.15,92.05,0,0,4.26,2.5,1.66,6.61,21.21,28.19,3.34,25.36,3.12,0,36.59,23.28,11.64,2.51,6.04,93.96,7.95,4.58,0.43,608,"Most people pay between $500-749 for water & sewer annually"
"CT0320171",28,93026,44500,1.52,4.11,91.2,0,0,0.83,2.33,5.27,4.02,22.77,24.71,3.64,8.2,2.91,43.53,17.49,21.31,6.56,6.35,14.72,85.28,8.8,7.81,1.19,372,"Most people pay between $250-499 for water & sewer annually"
"CT0320181",9,93026,44500,1.52,4.11,91.2,0,0,0.83,2.33,5.27,4.02,22.77,24.71,3.64,8.2,2.91,43.53,17.49,21.31,6.56,6.35,14.72,85.28,8.8,7.81,1.19,126,"Most people pay between $250-499 for water & sewer annually"
"CT0330011",14006,94467,44534,5.98,4.4,82.97,0.27,0,0.43,5.95,7.11,5.42,27.02,22.53,4.1,12.32,14.24,40.68,16,5.05,11.7,3.91,22.14,77.86,17.03,5.4,1.81,1548,"Most people pay between $250-499 for water & sewer annually"
"CT0340011",66273,71859,32885,10.22,6.77,54.31,0.28,0.01,20.43,7.98,33.15,5.15,17.27,18.25,6.41,21.83,22.01,29.68,12.89,5.72,7.88,10.9,48.14,51.86,45.69,11.89,16.41,3336,"Most people pay between $250-499 for water & sewer annually"
"CT0340051",57,118552,63284,11.75,2.68,73.77,0.03,0,9.05,2.73,16.89,2.9,23.33,19.47,3.11,17.74,22.21,41.71,11.24,3.52,3.59,2.87,10.72,89.28,26.23,2.66,5.89,2068,"Most people pay between $250-499 for water & sewer annually"
"CT0340081",281,123691,65464,2.14,6.3,80.94,0,0.36,4.61,5.65,11.66,4.92,27.58,28.04,4.3,41.54,14.41,36.74,7.31,0,0,3.35,21.52,78.48,19.06,1.78,2.27,1366,"Most people pay < $125 for water & sewer annually"
"CT0340111",351,120662,64811,11.38,2.49,74.66,0,0,9.48,1.99,15.78,3.1,25.68,17.64,3.11,18.6,20.87,44.83,8.88,3.72,3.1,1.83,7.32,92.68,25.34,1.75,5.96,2792,"Most people pay between $250-499 for water & sewer annually"
"CT0340131",794,120662,64811,11.79,3.03,74.08,0,0,8.97,2.13,14.54,3.34,25.34,18.24,3.83,20.67,20,43.73,8.25,3.34,4,3.73,10.22,89.78,25.92,3.72,6.24,2825,"Most people pay between $250-499 for water & sewer annually"
"CT0340141",88,NA,NA,11.38,2.49,74.66,0,0,9.48,1.99,15.78,3.1,25.68,17.64,3.11,18.6,20.87,44.83,8.88,3.72,3.1,1.83,7.32,92.68,25.34,1.75,5.96,1198,"Most people pay between $250-499 for water & sewer annually"
"CT0340151",308,85146,24395,13.85,5.77,71.12,0,0,6.39,2.87,8.2,4.58,23.58,21.38,7.58,38.92,12.43,34.05,2.7,0,11.89,11.24,21.69,78.31,28.88,13.79,7.66,1829,"Most people pay < $125 for water & sewer annually"
"CT0340171",561,68470,26536,3.52,6.46,66.53,0,0,15.78,7.72,30.2,0,21.06,21.59,5.74,23.21,19.77,14.61,42.41,0,0,14.88,28.8,71.2,33.47,15.9,0.93,1107,"Most people pay between $500-749 for water & sewer annually"
"CT0340181",414,85730,42481,2.7,10.46,62.96,0,0,13.44,10.44,18.47,3.99,29,22.43,3.89,11.87,32.78,38.01,13.75,3.58,0,4.62,25.25,74.75,37.04,4.85,10.63,3181,"Most people pay between $250-499 for water & sewer annually"
"CT0340191",638,120662,64811,11.95,3.25,73.84,0,0,8.77,2.19,14.03,3.44,25.2,18.49,4.12,21.61,19.62,43.24,7.97,3.17,4.4,4.45,11.32,88.68,26.16,4.52,6.35,1929,"Most people pay between $250-499 for water & sewer annually"
"CT0340211",487,93779,57560,6.33,6.32,75.57,0,0,0.78,11,13.23,2.83,23.6,25.07,3.32,43.69,9.57,27.2,10.87,6.25,2.42,1.88,39.17,60.83,24.43,2.39,3.23,3071,"Most people pay < $125 for water & sewer annually"
"CT0340231",275,120662,64811,11.38,2.49,74.66,0,0,9.48,1.99,15.78,3.1,25.68,17.64,3.11,18.6,20.87,44.83,8.88,3.72,3.1,1.83,7.32,92.68,25.34,1.75,5.96,2587,"Most people pay between $250-499 for water & sewer annually"
"CT0340251",508,85399,43235,3.05,9.32,63.8,0.07,0,12.8,10.95,17.36,3.92,29.24,21.45,3.92,11.3,35.24,35.84,14.42,3.06,0.15,4.04,22.16,77.84,36.2,3.8,10.13,1986,"Most people pay between $250-499 for water & sewer annually"
"CT0340271",268,84792,38850,12.81,3.26,71.14,0.1,0,7.78,4.92,20.17,2.32,16.41,26.28,3.13,11.82,31.52,20,27.58,2.12,6.97,6.27,21.86,78.14,28.86,5.93,5.69,1921,"Most people pay between $125-249 for water & sewer annually"
"CT0347031",242,93779,57560,6.33,6.32,75.57,0,0,0.78,11,13.23,2.83,23.6,25.07,3.32,43.69,9.57,27.2,10.87,6.25,2.42,1.88,39.17,60.83,24.43,2.39,3.23,3734,"Most people pay < $125 for water & sewer annually"
"CT0350011",452,181180,87704,7.73,6.12,80.04,0,0,0.52,5.6,9.14,6.49,27.11,35.95,7.24,10.59,3.56,34.26,18.88,10.36,22.34,5.2,12.93,87.07,19.96,4.41,5,1723,"Most people pay between $250-499 for water & sewer annually"
"CT0378011",3072,77638,39836,1.83,2.2,85.94,0.03,0,4.29,5.71,12.97,4.08,27.62,21.7,7.87,5.45,11.56,26.61,24.24,18.16,13.98,8.07,13.83,86.17,14.06,7.18,1.36,2869,"Most people pay between $250-499 for water & sewer annually"
"CT0380021",328,133652,62730,0.1,1.05,93.14,0,0,1.27,4.45,2.9,5.59,22.96,26.82,4.97,0,0,37.73,20,5.45,36.82,4.84,6.99,93.01,6.86,4.39,2.18,1093,"Most people pay between $250-499 for water & sewer annually"
"CT0380641",39,NA,NA,0.1,1.05,93.14,0,0,1.27,4.45,2.9,5.59,22.96,26.82,4.97,0,0,37.73,20,5.45,36.82,4.84,6.99,93.01,6.86,4.39,2.18,500,"Most people pay between $250-499 for water & sewer annually"
"CT0380651",43,NA,NA,0.1,1.05,93.14,0,0,1.27,4.45,2.9,5.59,22.96,26.82,4.97,0,0,37.73,20,5.45,36.82,4.84,6.99,93.01,6.86,4.39,2.18,570,"Most people pay between $250-499 for water & sewer annually"
"CT0381011",19,NA,NA,0.1,1.05,93.14,0,0,1.27,4.45,2.9,5.59,22.96,26.82,4.97,0,0,37.73,20,5.45,36.82,4.84,6.99,93.01,6.86,4.39,2.18,360,"Most people pay between $250-499 for water & sewer annually"
"CT0400031",76,112857,43326,5.36,3.17,79.02,0,0,1.59,10.86,6.88,8.35,19.97,28.37,3.43,11.38,5.86,37.59,15.17,14.83,15.17,3.11,21.78,78.22,20.98,3.62,4.61,463,"Most people pay between $250-499 for water & sewer annually"
"CT0400041",122,NA,NA,5.36,3.17,79.02,0,0,1.59,10.86,6.88,8.35,19.97,28.37,3.43,11.38,5.86,37.59,15.17,14.83,15.17,3.11,21.78,78.22,20.98,3.62,4.61,629,"Most people pay between $250-499 for water & sewer annually"
"CT0400051",158,NA,NA,5.36,3.17,79.02,0,0,1.59,10.86,6.88,8.35,19.97,28.37,3.43,11.38,5.86,37.59,15.17,14.83,15.17,3.11,21.78,78.22,20.98,3.62,4.61,540,"Most people pay between $250-499 for water & sewer annually"
"CT0400061",59,NA,NA,5.36,3.17,79.02,0,0,1.59,10.86,6.88,8.35,19.97,28.37,3.43,11.38,5.86,37.59,15.17,14.83,15.17,3.11,21.78,78.22,20.98,3.62,4.61,857,"Most people pay between $250-499 for water & sewer annually"
"CT0408011",107,NA,NA,5.36,3.17,79.02,0,0,1.59,10.86,6.88,8.35,19.97,28.37,3.43,11.38,5.86,37.59,15.17,14.83,15.17,3.11,21.78,78.22,20.98,3.62,4.61,948,"Most people pay between $250-499 for water & sewer annually"
"CT0410744",106,88374,30721,0.35,0,96.83,0,0,0.67,2.15,1.96,2.17,25.76,24.25,6.04,0,27.27,0,29.55,43.18,0,2.8,23.62,76.38,3.17,2.5,3.12,621,"Most people pay between $750-999 for water & sewer annually"
"CT0411061",15,NA,NA,0.35,0,96.83,0,0,0.67,2.15,1.96,2.17,25.76,24.25,6.04,0,27.27,0,29.55,43.18,0,2.8,23.62,76.38,3.17,2.5,3.12,233,"Most people pay between $750-999 for water & sewer annually"
"CT0413011",68,NA,NA,0.35,0,96.83,0,0,0.67,2.15,1.96,2.17,25.76,24.25,6.04,0,27.27,0,29.55,43.18,0,2.8,23.62,76.38,3.17,2.5,3.12,727,"Most people pay between $750-999 for water & sewer annually"
"CT0418011",26,NA,NA,0,0.17,95.19,0,0,0.5,4.14,2.04,7.21,31.67,27.62,3.41,19.69,0,32.12,34.72,0,13.47,4.8,7.43,92.57,4.81,6.64,1.55,199,"Most people pay between $500-749 for water & sewer annually"
"CT0419211",60,107885,73426,0,0.17,95.19,0,0,0.5,4.14,2.04,7.21,31.67,27.62,3.41,19.69,0,32.12,34.72,0,13.47,4.8,7.43,92.57,4.81,6.64,1.55,1176,"Most people pay between $500-749 for water & sewer annually"
"CT0419241",123,71886,44092,19.57,0.29,74.45,0,0,0.45,5.24,10.19,4.26,34.49,17.99,7.54,4.83,21.03,22.99,20.57,9.66,20.92,6.89,32.51,67.49,25.55,6.66,1.92,129,"Most people pay between $250-499 for water & sewer annually"
"CT0420011",186,98208,46007,1.17,4.5,87.81,1.31,0,0.34,4.86,3.38,6.35,22.53,18.68,6.14,3.12,3.59,42.44,26.09,5.67,19.09,5.05,18.02,81.98,12.19,6.48,3.54,1374,"Most people pay between $250-499 for water & sewer annually"
"CT0420021",269,98208,46007,1.17,4.5,87.81,1.31,0,0.34,4.86,3.38,6.35,22.53,18.68,6.14,3.12,3.59,42.44,26.09,5.67,19.09,5.05,18.02,81.98,12.19,6.48,3.54,2406,"Most people pay between $250-499 for water & sewer annually"
"CT0420031",94,NA,NA,1.17,4.5,87.81,1.31,0,0.34,4.86,3.38,6.35,22.53,18.68,6.14,3.12,3.59,42.44,26.09,5.67,19.09,5.05,18.02,81.98,12.19,6.48,3.54,1650,"Most people pay between $250-499 for water & sewer annually"
"CT0420071",43,NA,NA,0.85,3.94,89.47,0.88,0.12,0.23,4.51,3.66,7.1,21.83,20.66,5.87,4.38,3.92,41.53,24.25,5.01,20.91,3.93,15.05,84.95,10.53,5.39,2.96,1211,"Most people pay between $250-499 for water & sewer annually"
"CT0421001",69,NA,NA,1.26,1.59,92.12,0.46,0,0.12,4.45,3.33,3.55,26.06,19.69,6.95,2.51,1.53,47.58,27.79,8.32,12.27,3.67,10.13,89.87,7.88,5.11,2.97,1766,"Most people pay between $250-499 for water & sewer annually"
"CT0421011",43,109934,58893,1.3,0,94.47,0,0,0,4.22,3.3,2.03,27.99,20.21,7.35,2.06,0,51.41,29.05,10.28,7.2,2.86,5.53,94.47,5.53,4.32,2.65,846,"Most people pay between $250-499 for water & sewer annually"
"CT0424011",94,109934,58893,1.3,0.29,94.04,0.09,0,0.02,4.27,3.3,2.31,27.63,20.11,7.28,2.15,0.31,50.64,28.79,9.88,8.23,3.01,6.39,93.61,5.96,4.47,2.71,1582,"Most people pay between $250-499 for water & sewer annually"
"CT0427011",126,NA,NA,1.19,3.86,88.76,1.12,0,0.3,4.77,3.37,5.73,23.3,18.91,6.32,3,3.2,43.41,26.41,6.17,17.8,4.76,16.34,83.66,11.24,6.19,3.41,1789,"Most people pay between $250-499 for water & sewer annually"
"CT0427021",306,98208,46007,1.17,4.5,87.81,1.31,0,0.34,4.86,3.38,6.35,22.53,18.68,6.14,3.12,3.59,42.44,26.09,5.67,19.09,5.05,18.02,81.98,12.19,6.48,3.54,2619,"Most people pay between $250-499 for water & sewer annually"
"CT0428031",650,98208,46007,1.18,4.34,88.05,1.26,0,0.33,4.84,3.38,6.19,22.72,18.74,6.19,3.09,3.5,42.68,26.17,5.79,18.78,4.98,17.59,82.41,11.95,6.41,3.5,907,"Most people pay between $250-499 for water & sewer annually"
"CT0429011",391,113617,58312,0.45,3.24,91.54,0.34,0.27,0.09,4.07,4.02,8.03,20.97,23.25,5.53,6.27,4.42,40.15,21.49,4.02,23.64,2.45,11.15,88.85,8.46,4.03,2.24,1221,"Most people pay between $250-499 for water & sewer annually"
"CT0429031",388,115146,61150,0.66,1.62,93.54,0,0.21,0,3.97,3.84,5.84,23.62,22.83,6.23,5.4,2.83,44.15,23.35,6.14,18.13,2.06,7.28,92.72,6.46,3.64,2.15,1419,"Most people pay between $250-499 for water & sewer annually"
"CT0429121",508,119568,63065,0.19,2.8,92.86,0,0.36,0,3.78,4.24,8.63,20.42,24.99,5.31,7.72,4.8,39.11,19.38,3.26,25.73,1.47,8.56,91.44,7.14,3.16,1.78,1714,"Most people pay between $250-499 for water & sewer annually"
"CT0450011",15299,95577,39897,3.4,6.98,80.12,0.04,0,4.22,5.24,6.27,3,30.56,24.6,5.55,8.35,23.29,35.51,19.16,7.75,5.95,6.08,26.91,73.09,19.88,5.84,2.98,1172,"Most people pay between $250-499 for water & sewer annually"
"CT0470021",183,106186,43764,10.82,3.7,79.39,0,0,2.18,3.91,10.3,4.02,19.62,27.69,4.24,3.94,17.59,31.13,17.13,19.44,10.76,8.08,18.33,81.67,20.61,13.26,4.45,1894,"Most people pay between $250-499 for water & sewer annually"
"CT0470071",107,106186,43764,10.82,3.7,79.39,0,0,2.18,3.91,10.3,4.02,19.62,27.69,4.24,3.94,17.59,31.13,17.13,19.44,10.76,8.08,18.33,81.67,20.61,13.26,4.45,1015,"Most people pay between $250-499 for water & sewer annually"
"CT0473011",110581,109995,46887,6.82,6.74,76.84,0.17,0.01,3.35,6.08,8.92,5.22,20.15,21.75,5.9,6.85,11.55,26.58,19.96,12.16,22.9,8.29,31.25,68.75,23.16,8.69,3.59,1372,"Most people pay between $250-499 for water & sewer annually"
"CT0490021",17730,98649,46836,3.93,1.63,85.94,0.05,0,0.7,7.75,8.46,6.57,23.31,24.42,3.72,7.84,15.13,30.93,22.16,10.38,13.56,5.43,15.75,84.25,14.06,5.52,2.59,1552,"Most people pay between $250-499 for water & sewer annually"
"CT0490031",1188,95445,56957,35.52,0.76,45.27,0.06,0,10.01,8.38,23.47,0.28,12.77,6.89,3.68,7.12,15.88,32.13,18.67,8.99,17.21,3.56,15.3,84.7,54.73,2.86,1.25,894,"Most people pay between $250-499 for water & sewer annually"
"CT0490041",550,95445,56957,17.97,2.36,66.89,0.7,0,9.03,3.05,13.07,1.76,21.32,16.08,3.77,6.56,16.34,33.11,17.82,8.97,17.2,3.45,17.32,82.68,33.11,3.17,0.74,3499,"Most people pay between $250-499 for water & sewer annually"
"CT0500011",63,NA,NA,0,1.4,94.26,0,0,0,4.34,1.84,3.09,38.63,42.51,0,11.17,16.4,32.98,18.32,6.46,14.66,4.64,13.08,86.92,5.74,5.52,2.58,601,"Most people pay between $250-499 for water & sewer annually"
"CT0500021",48,88015,38684,0.77,4.94,89.22,0,0,0.72,4.34,3.69,1.7,26.7,24.9,3.35,12.87,7.59,32.7,33.97,5.49,7.38,7.18,30.69,69.31,10.78,4.43,2.43,610,"Most people pay between $500-749 for water & sewer annually"
"CT0501001",36,NA,NA,0.77,4.94,89.22,0,0,0.72,4.34,3.69,1.7,26.7,24.9,3.35,12.87,7.59,32.7,33.97,5.49,7.38,7.18,30.69,69.31,10.78,4.43,2.43,717,"Most people pay between $500-749 for water & sewer annually"
"CT0520011",21257,111774,45876,2.33,16.5,76.69,0.05,0,1.43,3,6.65,4.06,23.6,31.5,4.9,9.32,8.69,24.63,26.32,14.83,16.22,7.63,23.56,76.44,23.31,6.6,2.94,1413,"Most people pay between $500-749 for water & sewer annually"
"CT0529051",164,117768,65265,2.23,3.34,92.87,0,0,0.38,1.18,2.63,3.62,26.6,29.61,2.98,17.8,10.59,23.31,20.55,6.67,21.08,2.02,10.65,89.35,7.13,2.32,2.51,215,"Most people pay between $250-499 for water & sewer annually"
"CT0550011",132,127344,54029,0.1,4.75,89.65,0,0,1.72,3.79,3.63,6.08,30.68,23.46,4.26,8.43,2.65,15.9,10.84,18.07,44.1,5.12,10.59,89.41,10.35,6.21,1.98,740,"Most people pay > $1000 for water & sewer annually"
"CT0550321",27,127344,54029,0.1,4.75,89.65,0,0,1.72,3.79,3.63,6.08,30.68,23.46,4.26,8.43,2.65,15.9,10.84,18.07,44.1,5.12,10.59,89.41,10.35,6.21,1.98,392,"Most people pay > $1000 for water & sewer annually"
"CT0560011",824,113600,39014,1.38,0.43,95.83,0,0,0.03,2.34,1.76,6.13,30.76,32.65,5.3,8.63,33.27,41.37,14.79,1.94,0,8.31,13.81,86.19,4.17,4.68,2.12,906,"Most people pay between $250-499 for water & sewer annually"
"CT0570011",2020,106071,51321,3.83,2.66,89.88,0,0.34,0.33,2.96,9,7.21,28.53,25.51,5.86,5.22,38.62,25.88,19.44,0.27,10.57,0.51,9.25,90.75,10.12,0.83,1.56,2702,"Most people pay between $125-249 for water & sewer annually"
"CT0579143",41,186726,49696,2.87,3.07,90.62,0,0,0.36,3.07,5.22,3.64,29.26,38.32,5.46,15.54,5.74,22.47,13.85,8.28,34.12,3.38,23.29,76.71,9.38,2.14,0.14,164,"Most people pay > $1000 for water & sewer annually"
"CT0580011",5057,48167,30235,0.06,0.27,87.11,0.79,0,0.42,11.34,4.63,5.95,17.62,9.87,8.87,9.53,10.17,7.77,31.58,10.91,30.04,10.2,45.61,54.39,12.89,10.73,1.19,1161,"Most people pay between $500-749 for water & sewer annually"
"CT0580021",157,87583,48202,0.03,0.2,93.21,1.32,0,1.57,3.67,4.92,3.89,24.45,10.95,3.06,6.06,8.02,45.81,24.24,6.6,9.27,3.71,3.63,96.37,6.79,3.63,2.74,737,"Most people pay between $250-499 for water & sewer annually"
"CT0580031",98,87583,48202,0.03,0.2,93.21,1.32,0,1.57,3.67,4.92,3.89,24.45,10.95,3.06,6.06,8.02,45.81,24.24,6.6,9.27,3.71,3.63,96.37,6.79,3.63,2.74,1377,"Most people pay between $250-499 for water & sewer annually"
"CT0580041",338,87583,48202,0.03,0.2,93.21,1.32,0,1.57,3.67,4.92,3.89,24.45,10.95,3.06,6.06,8.02,45.81,24.24,6.6,9.27,3.71,3.63,96.37,6.79,3.63,2.74,677,"Most people pay between $250-499 for water & sewer annually"
"CT0580051",241,87583,48202,0.03,0.2,93.21,1.32,0,1.57,3.67,4.92,3.89,24.45,10.95,3.06,6.06,8.02,45.81,24.24,6.6,9.27,3.71,3.63,96.37,6.79,3.63,2.74,1030,"Most people pay between $250-499 for water & sewer annually"
"CT0580061",139,44829,28767,0.05,0.26,86.15,0.7,0,0.26,12.58,4.7,6.29,16.52,9.64,9.91,9.59,10.26,6.06,31.85,11.13,31.11,11.23,52.44,47.56,13.85,11.82,0.95,2388,"Most people pay between $500-749 for water & sewer annually"
"CT0590011",27710,77546,34273,6.71,7.84,71.49,0.4,0,3.01,10.56,14.85,7.35,18.67,19.53,6.67,20.12,6.04,28.37,20.53,11.27,13.67,9.3,56.59,43.41,28.51,10.33,3.68,1989,"Most people pay between $250-499 for water & sewer annually"
"CT0590031",1272,144763,46000,1.05,0.24,93.58,0.66,0,0.93,3.54,4.12,2.02,39.57,37.76,3.42,17.68,7.14,24.34,21.19,15.23,14.42,3.29,19.79,80.21,6.42,3.63,0.79,783,"Most people pay between $250-499 for water & sewer annually"
"CT0590051",866,145536,46167,0.33,0,95.44,0.7,0,0.65,2.89,3.12,1.4,41.03,38.69,2.9,17.99,7.36,23.95,21.14,14.95,14.6,2.87,18.83,81.17,4.56,2.89,0.56,1267,"Most people pay between $250-499 for water & sewer annually"
"CT0590071",31,103719,52843,4.48,5.42,80.12,0,0,0.9,9.09,6.86,3.65,21.49,23.77,4.86,7.06,4.13,32.26,26.71,15.83,14.01,3.99,9.77,90.23,19.88,5.11,2.84,647,"Most people pay between $250-499 for water & sewer annually"
"CT0597021",108,NA,NA,12.87,3.53,64.38,0,0,5.38,13.84,20.97,12.39,15.54,18.43,12.22,12.73,1.8,35.57,22.85,16.33,10.72,12.41,39.39,60.61,35.62,16.24,4.46,1572,"Most people pay between $250-499 for water & sewer annually"
"CT0600041",83,119271,44198,4.61,4.28,85.82,0,0,1.08,4.22,5.8,4.94,24.23,25.45,5.39,12.63,0,57.89,10.53,0,18.95,4.1,16.9,83.1,14.18,3.74,0.21,586,"Most people pay between $250-499 for water & sewer annually"
"CT0606011",44,NA,NA,4.61,4.28,85.82,0,0,1.08,4.22,5.8,4.94,24.23,25.45,5.39,12.63,0,57.89,10.53,0,18.95,4.1,16.9,83.1,14.18,3.74,0.21,1036,"Most people pay between $250-499 for water & sewer annually"
