"pwsid","date_of_first_advisory","date_of_last_advisory","total_bwn","min_reporting_year_for_state","max_reporting_year_for_state","state","data_tool_tip","download_link","clean_date_range"
"MA3298005",2009-10-05,2009-10-05,1,2009-01-09,2025-10-29,"Massachusetts","The last update of this dataset occurred on Oct 30th, 2025. The team is working on collecting data on a quarterly basis. Please refer to the source link for the most current information.","https://eeaonline.eea.state.ma.us/DEP/Boil_Order/","Based on the records provided by the state, data covers 2009 to 2025"
"MA3301008",2011-10-31,2011-10-31,1,2009-01-09,2025-10-29,"Massachusetts","The last update of this dataset occurred on Oct 30th, 2025. The team is working on collecting data on a quarterly basis. Please refer to the source link for the most current information.","https://eeaonline.eea.state.ma.us/DEP/Boil_Order/","Based on the records provided by the state, data covers 2009 to 2025"
"MA3301020",2011-11-01,2014-07-10,2,2009-01-09,2025-10-29,"Massachusetts","The last update of this dataset occurred on Oct 30th, 2025. The team is working on collecting data on a quarterly basis. Please refer to the source link for the most current information.","https://eeaonline.eea.state.ma.us/DEP/Boil_Order/","Based on the records provided by the state, data covers 2009 to 2025"
"MA3301024",2023-06-24,2023-06-24,1,2009-01-09,2025-10-29,"Massachusetts","The last update of this dataset occurred on Oct 30th, 2025. The team is working on collecting data on a quarterly basis. Please refer to the source link for the most current information.","https://eeaonline.eea.state.ma.us/DEP/Boil_Order/","Based on the records provided by the state, data covers 2009 to 2025"
"MA3301027",2011-10-31,2011-10-31,1,2009-01-09,2025-10-29,"Massachusetts","The last update of this dataset occurred on Oct 30th, 2025. The team is working on collecting data on a quarterly basis. Please refer to the source link for the most current information.","https://eeaonline.eea.state.ma.us/DEP/Boil_Order/","Based on the records provided by the state, data covers 2009 to 2025"
"MA3301038",2020-07-06,2020-07-06,1,2009-01-09,2025-10-29,"Massachusetts","The last update of this dataset occurred on Oct 30th, 2025. The team is working on collecting data on a quarterly basis. Please refer to the source link for the most current information.","https://eeaonline.eea.state.ma.us/DEP/Boil_Order/","Based on the records provided by the state, data covers 2009 to 2025"
"MA3301044",2011-10-31,2011-10-31,1,2009-01-09,2025-10-29,"Massachusetts","The last update of this dataset occurred on Oct 30th, 2025. The team is working on collecting data on a quarterly basis. Please refer to the source link for the most current information.","https://eeaonline.eea.state.ma.us/DEP/Boil_Order/","Based on the records provided by the state, data covers 2009 to 2025"
"MA3317000",2014-08-21,2014-08-21,1,2009-01-09,2025-10-29,"Massachusetts","The last update of this dataset occurred on Oct 30th, 2025. The team is working on collecting data on a quarterly basis. Please refer to the source link for the most current information.","https://eeaonline.eea.state.ma.us/DEP/Boil_Order/","Based on the records provided by the state, data covers 2009 to 2025"
"MA3317001",2016-04-08,2016-04-08,1,2009-01-09,2025-10-29,"Massachusetts","The last update of this dataset occurred on Oct 30th, 2025. The team is working on collecting data on a quarterly basis. Please refer to the source link for the most current information.","https://eeaonline.eea.state.ma.us/DEP/Boil_Order/","Based on the records provided by the state, data covers 2009 to 2025"
"MA3320000",2011-10-04,2011-10-04,1,2009-01-09,2025-10-29,"Massachusetts","The last update of this dataset occurred on Oct 30th, 2025. The team is working on collecting data on a quarterly basis. Please refer to the source link for the most current information.","https://eeaonline.eea.state.ma.us/DEP/Boil_Order/","Based on the records provided by the state, data covers 2009 to 2025"
"MA3330014",2011-08-29,2012-10-30,2,2009-01-09,2025-10-29,"Massachusetts","The last update of this dataset occurred on Oct 30th, 2025. The team is working on collecting data on a quarterly basis. Please refer to the source link for the most current information.","https://eeaonline.eea.state.ma.us/DEP/Boil_Order/","Based on the records provided by the state, data covers 2009 to 2025"
"MA3330025",2016-07-15,2016-07-15,1,2009-01-09,2025-10-29,"Massachusetts","The last update of this dataset occurred on Oct 30th, 2025. The team is working on collecting data on a quarterly basis. Please refer to the source link for the most current information.","https://eeaonline.eea.state.ma.us/DEP/Boil_Order/","Based on the records provided by the state, data covers 2009 to 2025"
"MA3333002",2023-07-12,2024-06-12,2,2009-01-09,2025-10-29,"Massachusetts","The last update of this dataset occurred on Oct 30th, 2025. The team is working on collecting data on a quarterly basis. Please refer to the source link for the most current information.","https://eeaonline.eea.state.ma.us/DEP/Boil_Order/","Based on the records provided by the state, data covers 2009 to 2025"
"MA3342000",2022-09-08,2022-09-08,1,2009-01-09,2025-10-29,"Massachusetts","The last update of this dataset occurred on Oct 30th, 2025. The team is working on collecting data on a quarterly basis. Please refer to the source link for the most current information.","https://eeaonline.eea.state.ma.us/DEP/Boil_Order/","Based on the records provided by the state, data covers 2009 to 2025"
"MA4001000",2025-05-15,2025-05-15,1,2009-01-09,2025-10-29,"Massachusetts","The last update of this dataset occurred on Oct 30th, 2025. The team is working on collecting data on a quarterly basis. Please refer to the source link for the most current information.","https://eeaonline.eea.state.ma.us/DEP/Boil_Order/","Based on the records provided by the state, data covers 2009 to 2025"
"MA4020000",2010-07-16,2010-07-16,1,2009-01-09,2025-10-29,"Massachusetts","The last update of this dataset occurred on Oct 30th, 2025. The team is working on collecting data on a quarterly basis. Please refer to the source link for the most current information.","https://eeaonline.eea.state.ma.us/DEP/Boil_Order/","Based on the records provided by the state, data covers 2009 to 2025"
"MA4020002",2010-07-14,2020-05-29,2,2009-01-09,2025-10-29,"Massachusetts","The last update of this dataset occurred on Oct 30th, 2025. The team is working on collecting data on a quarterly basis. Please refer to the source link for the most current information.","https://eeaonline.eea.state.ma.us/DEP/Boil_Order/","Based on the records provided by the state, data covers 2009 to 2025"
"MA4020003",2013-09-06,2013-09-06,1,2009-01-09,2025-10-29,"Massachusetts","The last update of this dataset occurred on Oct 30th, 2025. The team is working on collecting data on a quarterly basis. Please refer to the source link for the most current information.","https://eeaonline.eea.state.ma.us/DEP/Boil_Order/","Based on the records provided by the state, data covers 2009 to 2025"
"MA4036000",2023-08-10,2023-08-10,1,2009-01-09,2025-10-29,"Massachusetts","The last update of this dataset occurred on Oct 30th, 2025. The team is working on collecting data on a quarterly basis. Please refer to the source link for the most current information.","https://eeaonline.eea.state.ma.us/DEP/Boil_Order/","Based on the records provided by the state, data covers 2009 to 2025"
"MA4036011",2023-08-10,2023-08-10,1,2009-01-09,2025-10-29,"Massachusetts","The last update of this dataset occurred on Oct 30th, 2025. The team is working on collecting data on a quarterly basis. Please refer to the source link for the most current information.","https://eeaonline.eea.state.ma.us/DEP/Boil_Order/","Based on the records provided by the state, data covers 2009 to 2025"
"MA4044000",2015-05-27,2015-05-27,1,2009-01-09,2025-10-29,"Massachusetts","The last update of this dataset occurred on Oct 30th, 2025. The team is working on collecting data on a quarterly basis. Please refer to the source link for the most current information.","https://eeaonline.eea.state.ma.us/DEP/Boil_Order/","Based on the records provided by the state, data covers 2009 to 2025"
"MA4050000",2011-09-27,2011-09-27,1,2009-01-09,2025-10-29,"Massachusetts","The last update of this dataset occurred on Oct 30th, 2025. The team is working on collecting data on a quarterly basis. Please refer to the source link for the most current information.","https://eeaonline.eea.state.ma.us/DEP/Boil_Order/","Based on the records provided by the state, data covers 2009 to 2025"
"MA4052014",2023-07-13,2023-07-13,1,2009-01-09,2025-10-29,"Massachusetts","The last update of this dataset occurred on Oct 30th, 2025. The team is working on collecting data on a quarterly basis. Please refer to the source link for the most current information.","https://eeaonline.eea.state.ma.us/DEP/Boil_Order/","Based on the records provided by the state, data covers 2009 to 2025"
"MA4052026",2019-03-20,2019-03-20,1,2009-01-09,2025-10-29,"Massachusetts","The last update of this dataset occurred on Oct 30th, 2025. The team is working on collecting data on a quarterly basis. Please refer to the source link for the most current information.","https://eeaonline.eea.state.ma.us/DEP/Boil_Order/","Based on the records provided by the state, data covers 2009 to 2025"
"MA4052065",2020-08-15,2020-08-15,1,2009-01-09,2025-10-29,"Massachusetts","The last update of this dataset occurred on Oct 30th, 2025. The team is working on collecting data on a quarterly basis. Please refer to the source link for the most current information.","https://eeaonline.eea.state.ma.us/DEP/Boil_Order/","Based on the records provided by the state, data covers 2009 to 2025"
