"pwsid","pws_name","primacy_agency","pop_cat_5","population_served_count","service_connections_count","service_area_type","symbology_field","detailed_facility_report","ewg_report_link","epic_area_mi2"
"CT0040011","Avon Water Co","CT","10,001-100,000",11590,4920,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0040011&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0040011",13.46
"CT0050011","Rocktree Apartments","CT","<=500",60,22,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0050011&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0050011",0.07
"CT0051011","Foxridge Apartments-Well 1","CT","<=500",25,10,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0051011&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0051011",0.06
"CT0051031","Barkhamsted Hills Llc","CT","<=500",50,20,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0051031&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0051031",0.05
"CT0055071","Foxridge Apartments-Well 2","CT","<=500",25,10,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0055071&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0055071",0.05
"CT0070011","Kensington Fire District","CT","3,301-10,000",7553,3057,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0070011&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0070011",5.42
"CT0070021","Berlin Water Control Commission","CT","3,301-10,000",5128,2557,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0070021&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0070021",8.49
"CT0070031","Worthington Fire District","CT","501-3,300",2875,1042,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0070031&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0070031",2.36
"CT0081011","Bethany Mobile Home Park","CT","<=500",138,55,"Mobile Home Park","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0081011&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0081011",0.08
"CT0090011","Bethel Water Dept","CT","3,301-10,000",9507,3300,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0090011&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0090011",4.92
"CT0090114","Elmwood Court, Llc","CT","<=500",54,3,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0090114&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0090114",0.07
"CT0090292","Aquarion-Berkshire","CT","<=500",75,73,"Industrial/Agricultural","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0090292&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0090292",0.65
"CT0100011","North Purchase Elderly Housing","CT","<=500",72,25,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0100011&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0100011",0.06
"CT0105033","Woodhall School, Inc","CT","<=500",68,4,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0105033&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0105033",0.15
"CT0110011","Grant Hill Associates, Inc.","CT","<=500",97,42,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0110011&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0110011",0.19
"CT0110031","Sharon Heights Water Association","CT","<=500",51,30,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0110031&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0110031",0.18
"CT0110041","Orchard Hill Association","CT","<=500",30,12,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0110041&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0110041",0.27
"CT0110051","Juniper Club Inc.","CT","<=500",104,26,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0110051&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0110051",0.15
"CT0120021","Ctwc - Northern Reg-Llynwood System","CT","<=500",192,73,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0120021&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0120021",0.18
"CT0120031","Southridge Park Apartments","CT","<=500",50,33,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0120031&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0120031",0.08
"CT0120041","Sunset Apartments Llc","CT","<=500",46,4,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0120041&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0120041",0.06
"CT0120111","Cook Drive Association","CT","<=500",49,19,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0120111&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0120111",0.09
"CT0121081","890 Boston Turnpike","CT","<=500",60,1,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0121081&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0121081",0.05
"CT0150011","Aquarion-Eastern Fairfield County","CT",">100,000",351756,108501,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0150011&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0150011",216.41
"CT0161011","Bridgewater Commons Condominiums","CT","<=500",51,17,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0161011&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0161011",0.06
"CT0170011","Bristol Water Department","CT","10,001-100,000",52079,16322,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0170011&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0170011",20.85
"CT0180021","Aquarion-Butternut","CT","<=500",124,31,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0180021&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0180021",0.18
"CT0180061","Candlewood Shores Tax District","CT","501-3,300",1315,502,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0180061&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0180061",0.67
"CT0180091","Arrowhead Point Homeowners Assn Inc.","CT","<=500",296,74,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0180091&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0180091",0.18
"CT0180101","Aquarion-Hickory Hills","CT","<=500",132,38,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0180101&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0180101",0.13
"CT0180131","Aquarion-Indian Fields","CT","<=500",147,56,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0180131&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0180131",0.32
"CT0180171","Brookfield Hills Condominium Unit Owners","CT","<=500",144,36,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0180171&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0180171",0.08
"CT0180181","Candlewood Orchards Property Owners Corp","CT","<=500",144,37,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0180181&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0180181",0.1
"CT0180201","Woodcreek Village Condominium Assn, Inc","CT","<=500",72,24,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0180201&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0180201",0.07
"CT0180231","Lake Lillinonah Shores Condos","CT","<=500",130,48,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0180231&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0180231",0.17
"CT0180251","Stony Hill Village Condominium Assn","CT","<=500",392,162,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0180251&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0180251",0.24
"CT0184011","Brookfield Housing Authority","CT","<=500",37,11,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0184011&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0184011",0.08
"CT0189971","39 Hop Brook Rd - Apt Complex","CT","<=500",36,12,"Other Residential","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0189971&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0189971",0.05
"CT0190051","Brooklyn Manor","CT","<=500",30,12,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0190051&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0190051",0.05
"CT0199091","Gorman Road Apartments","CT","<=500",25,4,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0199091&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0199091",0.05
"CT0201011","Farmington Line West Condominiums","CT","<=500",51,17,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0201011&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0201011",0.05
"CT0201021","Woodcrest Association, Inc","CT","<=500",60,20,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0201021&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0201021",0.06
"CT0210011","Aquarion-Falls Village","CT","<=500",488,125,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0210011&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0210011",0.62
"CT0220011","Longview Estates, Llc","CT","<=500",69,31,"Mobile Home Park - Principal Residence","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0220011&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0220011",0.13
"CT0220191","Knollbrook Village Elderly Housing","CT","<=500",48,1,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0220191&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0220191",0.08
"CT0229031","Campbell Heights Apartments","CT","<=500",152,10,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0229031&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0229031",0.11
"CT0230011","Ctwc - Naugatuck Reg-Collinsville Sys","CT","3,301-10,000",6324,1908,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0230011&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0230011",5.81
"CT0231011","298-302 Albany Turnpike","CT","<=500",28,10,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0231011&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0231011",0.04
"CT0248011","Chaplin Woods Condominiums","CT","<=500",69,21,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0248011&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0248011",0.08
"CT0251021","Crestview Condominium Association","CT","<=500",84,2,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0251021&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0251021",0.08
"CT0261001","Aaron Manor Nursing & Rehab Center","CT","<=500",81,2,"Medical Facility","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0261001&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0261001",0.07
"CT0261031","Ctwc - Shoreline Region-Chester System","CT","3,301-10,000",5030,2620,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0261031&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0261031",6.75
"CT0261081","Ctwc - Shoreline Reg-Chester Vllg West","CT","<=500",216,105,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0261081&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0261081",0.14
"CT0270041","Evergreen Springs - System #1","CT","<=500",45,18,"Mobile Home Park","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0270041&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0270041",0.09
"CT0270091","Evergreen Springs - System #2","CT","<=500",35,14,"Mobile Home Park","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0270091&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0270091",0.12
"CT0270101","Evergreen Springs - System #3","CT","<=500",68,27,"Mobile Home Park","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0270101&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0270101",0.08
"CT0270111","Evergreen Springs - System #4","CT","<=500",110,44,"Mobile Home Park","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0270111&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0270111",0.08
"CT0280011","Colchester Sewer & Water Commission","CT","3,301-10,000",4020,2100,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0280011&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0280011",3.4
"CT0280031","Westchester Hills Condominium Assn.","CT","<=500",225,56,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0280031&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0280031",0.12
"CT0280041","Colchester Estates","CT","<=500",276,92,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0280041&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0280041",0.17
"CT0280051","Knob Hill Condominiums","CT","<=500",84,28,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0280051&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0280051",0.07
"CT0280071","Ctwc - Ponemah Village","CT","<=500",60,31,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0280071&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0280071",0.08
"CT0282001","Ctwc - Westchester Village","CT","<=500",252,97,"Mobile Home Park","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0282001&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0282001",0.2
"CT0286011","Colchester Commons","CT","<=500",224,96,"Mobile Home Park","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0286011&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0286011",0.3
"CT0300011","Ctwc - Columbia Heights Div.","CT","<=500",32,31,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0300011&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0300011",0.16
"CT0300071","Woodland Terrace","CT","<=500",27,15,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0300071&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0300071",0.07
"CT0309051","Dartmouth Village Elderly Housing","CT","<=500",25,24,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0309051&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0309051",0.07
"CT0310011","Aquarion-Cornwall","CT","<=500",98,61,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0310011&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0310011",0.41
"CT0311021","Kugeman Village","CT","<=500",54,18,"Other Residential","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0311021&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0311021",0.08
"CT0320011","Ctwc - Northern Region-Lakewood","CT","<=500",256,64,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0320011&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0320011",0.22
"CT0320021","Ctwc - Northern Region-Lakeview Terrace","CT","<=500",472,118,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0320021&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0320021",0.26
"CT0320031","Ctwc - Northern Reg-Nathan Hale System","CT","<=500",160,40,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0320031&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0320031",0.2
"CT0320041","Ctwc - Pilgrim Hills Division","CT","<=500",229,86,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0320041&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0320041",0.56
"CT0320051","Ctwc - South Coventry System","CT","501-3,300",501,141,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0320051&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0320051",0.55
"CT0320061","Twin Hills Water District","CT","<=500",156,39,"Homeowners Association","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0320061&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0320061",0.19
"CT0320071","Ctwc - General Water Division","CT","<=500",306,115,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0320071&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0320071",0.42
"CT0320091","Ctwc - Coventry Hills Div","CT","501-3,300",700,262,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0320091&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0320091",0.79
"CT0320171","Coventry Housing Authority-Lower System","CT","<=500",80,41,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0320171&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0320171",0.08
"CT0320181","Coventry Housing Authority-Upper System","CT","<=500",80,40,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0320181&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0320181",0.07
"CT0330011","Cromwell Fire District Water Department","CT","10,001-100,000",14316,4046,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0330011&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0330011",9.05
"CT0340011","Danbury Water Department","CT","10,001-100,000",62055,11000,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0340011&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0340011",19.87
"CT0340051","Danbury Water Dept-Ridgeview Gardens","CT","<=500",116,29,"Residential Area","Modeled","https://echo.epa.gov/detailed-facility-report?fid=CT0340051&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0340051",0.03
"CT0340081","Aquarion-Pearce Manor","CT","<=500",133,50,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0340081&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0340081",0.21
"CT0340111","Aqua Vista Assoc, Inc","CT","<=500",388,63,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0340111&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0340111",0.13
"CT0340131","Aquarion-Cedar Heights","CT","<=500",367,137,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0340131&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0340131",0.28
"CT0340141","Cedar Terrace Prop Owners Assn","CT","<=500",66,17,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0340141&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0340141",0.07
"CT0340151","Hawthorne Terrace Assoc","CT","<=500",156,39,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0340151&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0340151",0.17
"CT0340171","Lake Waubeeka Association","CT","501-3,300",712,262,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0340171&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0340171",0.51
"CT0340181","Cornell Hills Assoc, Inc","CT","<=500",108,28,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0340181&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0340181",0.13
"CT0340191","Aquarion-Indian Spring","CT","<=500",242,91,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0340191&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0340191",0.33
"CT0340211","Aquarion-Ken Oaks","CT","<=500",152,58,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0340211&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0340211",0.16
"CT0340231","Snug Harbor Development Corp","CT","<=500",144,36,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0340231&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0340231",0.11
"CT0340251","Aquarion-Hollandale Estates","CT","<=500",200,73,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0340251&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0340251",0.26
"CT0340271","Aquarion-Rolling Ridge","CT","<=500",115,43,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0340271&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0340271",0.14
"CT0347031","Shady Acres Mobile Home Park","CT","<=500",117,46,"Mobile Home Park","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0347031&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0347031",0.06
"CT0350011","Aquarion-Darien","CT","10,001-100,000",18737,6844,"Residential Area","Modeled","https://echo.epa.gov/detailed-facility-report?fid=CT0350011&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0350011",0.26
"CT0378011","Aquarion-East Derby","CT","501-3,300",1101,494,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0378011&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0378011",1.07
"CT0380021","Durham Center Division","CT","501-3,300",1601,39,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0380021&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0380021",0.3
"CT0380641","Durham Elderly Housing Division","CT","<=500",50,24,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0380641&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0380641",0.08
"CT0380651","Durham Lexington Place Division","CT","<=500",45,15,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0380651&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0380651",0.08
"CT0381011","Twin Maples Nursing Home","CT","<=500",100,1,"Medical Facility","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0381011&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0381011",0.05
"CT0400031","Turkey Hill Of East Granby, Llc","CT","<=500",360,18,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0400031&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0400031",0.16
"CT0400041","Gqc Well Commission","CT","<=500",360,120,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0400041&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0400041",0.19
"CT0400051","Old Newgate Ridge Water Company Inc","CT","<=500",208,52,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0400051&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0400051",0.29
"CT0400061","Metacomet Homes-Well 1 And Well 2","CT","<=500",63,7,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0400061&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0400061",0.07
"CT0408011","Chelsea Common Condominium Association","CT","<=500",126,42,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0408011&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0408011",0.11
"CT0410744","Ctwc - Banner Village","CT","<=500",265,4,"Other Transient Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0410744&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0410744",0.17
"CT0411061","Chestelm Health & Rehabilitation Center","CT","<=500",120,1,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0411061&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0411061",0.07
"CT0413011","Oak Grove Senior Housing Corp","CT","<=500",72,36,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0413011&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0413011",0.09
"CT0418011","Franklin Academy","CT","<=500",81,15,"School","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0418011&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0418011",0.13
"CT0419211","Goodspeed Actor Housing - The Village","CT","<=500",40,10,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0419211&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0419211",0.05
"CT0419241","Green Village","CT","<=500",65,32,"Residential Area","Modeled","https://echo.epa.gov/detailed-facility-report?fid=CT0419241&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0419241",0.96
"CT0420011","Aquarion-East Hampton","CT","<=500",189,48,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0420011&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0420011",0.14
"CT0420021","Edgemere Condominium Assn., Inc.","CT","501-3,300",540,180,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0420021&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0420021",0.11
"CT0420031","Bellwood Court","CT","<=500",31,30,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0420031&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0420031",0.06
"CT0420071","Chatham Apartments","CT","<=500",40,29,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0420071&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0420071",0.04
"CT0421001","Westside Manor","CT","<=500",30,1,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0421001&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0421001",0.04
"CT0421011","Cobalt Lodge Healthcare & Rehab Center","CT","<=500",130,1,"Medical Facility","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0421011&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0421011",0.05
"CT0424011","Chatham Acres Elderly Housing","CT","<=500",50,41,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0424011&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0424011",0.06
"CT0427011","Mallard Cove Condominium Assn.","CT","<=500",177,59,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=CT0427011&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=CT0427011",0.07
